Number;Date-Time;Temp(°C);Salinity(psu);Conduct(mS/cm);Velocity(m/sec)
114;30.04.2025 08:30:00;12,88;0,01;0,00;1457,54
115;30.04.2025 09:00:00;12,98;0,02;0,02;1457,90
116;30.04.2025 09:30:00;13,20;0,01;0,00;1458,69
117;30.04.2025 10:00:00;13,79;0,02;0,02;1460,86
118;30.04.2025 10:30:00;14,28;0,02;0,02;1462,65
119;30.04.2025 11:00:00;14,65;0,02;0,02;1463,96
120;30.04.2025 11:30:00;15,17;0,02;0,02;1465,80
121;30.04.2025 12:00:00;15,93;0,02;0,02;1468,44
122;30.04.2025 12:30:00;16,72;0,02;0,02;1471,11
123;30.04.2025 13:00:00;17,32;0,01;0,00;1473,11
124;30.04.2025 13:30:00;17,86;0,01;0,00;1474,89
125;30.04.2025 14:00:00;18,45;0,02;0,02;1476,84
126;30.04.2025 14:30:00;19,13;0,02;0,02;1479,02
127;30.04.2025 15:00:00;19,72;0,02;0,02;1480,89
128;30.04.2025 15:30:00;20,60;0,02;0,02;1483,62
129;30.04.2025 16:00:00;21,42;0,02;0,02;1486,10
130;30.04.2025 16:30:00;22,06;0,02;0,02;1488,02
131;30.04.2025 17:00:00;22,32;0,03;0,05;1488,80
132;30.04.2025 17:30:00;22,18;0,02;0,02;1488,36
133;30.04.2025 18:00:00;21,95;0,02;0,02;1487,67
134;30.04.2025 18:30:00;21,39;0,02;0,02;1486,02
135;30.04.2025 19:00:00;20,92;0,03;0,05;1484,62
136;30.04.2025 19:30:00;20,57;0,02;0,02;1483,53
137;30.04.2025 20:00:00;20,25;0,03;0,05;1482,55
138;30.04.2025 20:30:00;19,96;0,02;0,02;1481,62
139;30.04.2025 21:00:00;19,66;0,02;0,02;1480,70
140;30.04.2025 21:30:00;19,37;0,02;0,02;1479,77
141;30.04.2025 22:00:00;19,04;0,02;0,02;1478,74
142;30.04.2025 22:30:00;18,75;0,01;0,00;1477,78
143;30.04.2025 23:00:00;18,45;0,01;0,00;1476,83
144;30.04.2025 23:30:00;18,15;0,01;0,00;1475,86
145;01.05.2025 00:00:00;17,83;0,01;0,00;1474,79
146;01.05.2025 00:30:00;17,53;0,02;0,02;1473,82
147;01.05.2025 01:00:00;17,17;0,01;0,00;1472,62
148;01.05.2025 01:30:00;16,84;0,01;0,00;1471,51
149;01.05.2025 02:00:00;16,54;0,02;0,02;1470,50
150;01.05.2025 02:30:00;16,20;0,01;0,00;1469,36
151;01.05.2025 03:00:00;15,87;0,01;0,00;1468,22
152;01.05.2025 03:30:00;15,57;0,01;0,00;1467,17
153;01.05.2025 04:00:00;15,26;0,02;0,02;1466,12
154;01.05.2025 04:30:00;14,99;0,02;0,02;1465,15
155;01.05.2025 05:00:00;14,68;0,01;0,00;1464,06
156;01.05.2025 05:30:00;14,41;0,02;0,02;1463,09
157;01.05.2025 06:00:00;14,13;0,01;0,00;1462,08
158;01.05.2025 06:30:00;13,85;0,02;0,02;1461,09
159;01.05.2025 07:00:00;13,63;0,01;0,00;1460,29
160;01.05.2025 07:30:00;13,41;0,01;0,00;1459,49
161;01.05.2025 08:00:00;13,23;0,01;0,00;1458,81
162;01.05.2025 08:30:00;13,07;0,01;0,00;1458,23
163;01.05.2025 09:00:00;13,07;0,02;0,02;1458,24
164;01.05.2025 09:30:00;13,29;0,01;0,00;1459,04
165;01.05.2025 10:00:00;14,10;0,02;0,02;1461,98
166;01.05.2025 10:30:00;15,39;0,02;0,02;1466,55
167;01.05.2025 11:00:00;16,75;0,01;0,00;1471,20
168;01.05.2025 11:30:00;18,27;0,01;0,00;1476,25
169;01.05.2025 12:00:00;19,84;0,02;0,02;1481,25
170;01.05.2025 12:30:00;21,51;0,02;0,02;1486,37
171;01.05.2025 13:00:00;22,73;0,03;0,05;1489,99
172;01.05.2025 13:30:00;23,66;0,02;0,02;1492,65
173;01.05.2025 14:00:00;24,50;0,03;0,05;1495,03
174;01.05.2025 14:30:00;25,29;0,02;0,02;1497,17
175;01.05.2025 15:00:00;25,95;0,03;0,05;1498,98
176;01.05.2025 15:30:00;26,48;0,02;0,02;1500,36
177;01.05.2025 16:00:00;26,85;0,02;0,02;1501,35
178;01.05.2025 16:30:00;26,56;0,02;0,02;1500,59
179;01.05.2025 17:00:00;25,34;0,02;0,02;1497,32
180;01.05.2025 17:30:00;24,33;0,02;0,02;1494,53
181;01.05.2025 18:00:00;23,49;0,02;0,02;1492,15
182;01.05.2025 18:30:00;22,91;0,02;0,02;1490,49
183;01.05.2025 19:00:00;22,56;0,02;0,02;1489,47
184;01.05.2025 19:30:00;22,24;0,02;0,02;1488,53
185;01.05.2025 20:00:00;21,86;0,03;0,05;1487,43
186;01.05.2025 20:30:00;21,54;0,03;0,05;1486,47
187;01.05.2025 21:00:00;21,16;0,03;0,05;1485,33
188;01.05.2025 21:30:00;20,72;0,03;0,05;1483,99
189;01.05.2025 22:00:00;20,25;0,02;0,02;1482,53
190;01.05.2025 22:30:00;19,75;0,02;0,02;1480,98
191;01.05.2025 23:00:00;19,28;0,02;0,02;1479,49
192;01.05.2025 23:30:00;18,84;0,02;0,02;1478,08
193;02.05.2025 00:00:00;18,39;0,01;0,00;1476,64
194;02.05.2025 00:30:00;18,00;0,01;0,00;1475,38
195;02.05.2025 01:00:00;17,65;0,02;0,02;1474,21
196;02.05.2025 01:30:00;17,29;0,01;0,00;1473,01
197;02.05.2025 02:00:00;16,96;0,01;0,00;1471,91
198;02.05.2025 02:30:00;16,63;0,01;0,00;1470,80
199;02.05.2025 03:00:00;16,30;0,01;0,00;1469,67
200;02.05.2025 03:30:00;15,99;0,01;0,00;1468,64
201;02.05.2025 04:00:00;15,72;0,01;0,00;1467,70
202;02.05.2025 04:30:00;15,42;0,02;0,02;1466,65
203;02.05.2025 05:00:00;15,14;0,01;0,00;1465,68
204;02.05.2025 05:30:00;14,90;0,01;0,00;1464,82
205;02.05.2025 06:00:00;14,62;0,02;0,02;1463,85
206;02.05.2025 06:30:00;14,37;0,02;0,02;1462,98
207;02.05.2025 07:00:00;14,13;0,01;0,00;1462,08
208;02.05.2025 07:30:00;14,00;0,02;0,02;1461,65
209;02.05.2025 08:00:00;13,94;0,02;0,02;1461,42
210;02.05.2025 08:30:00;13,94;0,01;0,00;1461,41
211;02.05.2025 09:00:00;13,97;0,01;0,00;1461,52
212;02.05.2025 09:30:00;14,07;0,02;0,02;1461,87
213;02.05.2025 10:00:00;14,13;0,02;0,02;1462,09
214;02.05.2025 10:30:00;14,25;0,02;0,02;1462,54
215;02.05.2025 11:00:00;14,53;0,01;0,00;1463,51
216;02.05.2025 11:30:00;14,84;0,02;0,02;1464,61
217;02.05.2025 12:00:00;15,36;0,02;0,02;1466,44
218;02.05.2025 12:30:00;16,33;0,01;0,00;1469,77
219;02.05.2025 13:00:00;17,50;0,01;0,00;1473,71
220;02.05.2025 13:30:00;18,30;0,01;0,00;1476,35
221;02.05.2025 14:00:00;18,84;0,02;0,02;1478,08
222;02.05.2025 14:30:00;19,25;0,03;0,05;1479,41
223;02.05.2025 15:00:00;19,48;0,02;0,02;1480,15
224;02.05.2025 15:30:00;19,48;0,02;0,02;1480,15
225;02.05.2025 16:00:00;19,43;0,02;0,02;1479,96
226;02.05.2025 16:30:00;19,34;0,03;0,05;1479,69
227;02.05.2025 17:00:00;19,16;0,03;0,05;1479,13
228;02.05.2025 17:30:00;18,98;0,01;0,00;1478,54
229;02.05.2025 18:00:00;18,86;0,01;0,00;1478,16
230;02.05.2025 18:30:00;18,81;0,01;0,00;1477,98
231;02.05.2025 19:00:00;18,72;0,01;0,00;1477,69
232;02.05.2025 19:30:00;18,60;0,02;0,02;1477,32
233;02.05.2025 20:00:00;18,48;0,01;0,00;1476,93
234;02.05.2025 20:30:00;18,36;0,01;0,00;1476,54
235;02.05.2025 21:00:00;18,12;0,01;0,00;1475,77
236;02.05.2025 21:30:00;17,88;0,01;0,00;1474,99
237;02.05.2025 22:00:00;17,59;0,01;0,00;1474,01
238;02.05.2025 22:30:00;17,26;0,01;0,00;1472,92
239;02.05.2025 23:00:00;16,93;0,02;0,02;1471,82
240;02.05.2025 23:30:00;16,63;0,01;0,00;1470,80
241;03.05.2025 00:00:00;16,39;0,01;0,00;1469,98
242;03.05.2025 00:30:00;16,14;0,01;0,00;1469,16
243;03.05.2025 01:00:00;15,93;0,01;0,00;1468,43
244;03.05.2025 01:30:00;15,72;0,01;0,00;1467,70
245;03.05.2025 02:00:00;15,54;0,02;0,02;1467,08
246;03.05.2025 02:30:00;15,36;0,01;0,00;1466,43
247;03.05.2025 03:00:00;15,17;0,01;0,00;1465,79
248;03.05.2025 03:30:00;14,99;0,02;0,02;1465,15
249;03.05.2025 04:00:00;14,80;0,02;0,02;1464,51
250;03.05.2025 04:30:00;14,65;0,01;0,00;1463,95
251;03.05.2025 05:00:00;14,47;0,01;0,00;1463,29
252;03.05.2025 05:30:00;14,28;0,01;0,00;1462,63
253;03.05.2025 06:00:00;14,10;0,02;0,02;1461,98
254;03.05.2025 06:30:00;13,91;0,02;0,02;1461,31
255;03.05.2025 07:00:00;13,72;0,02;0,02;1460,64
256;03.05.2025 07:30:00;13,57;0,01;0,00;1460,06
257;03.05.2025 08:00:00;13,48;0,02;0,02;1459,73
258;03.05.2025 08:30:00;13,48;0,02;0,02;1459,73
259;03.05.2025 09:00:00;13,57;0,02;0,02;1460,07
260;03.05.2025 09:30:00;13,79;0,02;0,02;1460,86
261;03.05.2025 10:00:00;14,31;0,02;0,02;1462,76
262;03.05.2025 10:30:00;15,05;0,01;0,00;1465,36
263;03.05.2025 11:00:00;16,08;0,01;0,00;1468,95
264;03.05.2025 11:30:00;16,81;0,02;0,02;1471,42
265;03.05.2025 12:00:00;17,62;0,01;0,00;1474,11
266;03.05.2025 12:30:00;17,80;0,01;0,00;1474,70
267;03.05.2025 13:00:00;17,53;0,01;0,00;1473,81
268;03.05.2025 13:30:00;17,35;0,01;0,00;1473,21
269;03.05.2025 14:00:00;17,17;0,01;0,00;1472,62
270;03.05.2025 14:30:00;17,02;0,01;0,00;1472,11
271;03.05.2025 15:00:00;16,39;0,01;0,00;1469,98
272;03.05.2025 15:30:00;15,78;0,01;0,00;1467,91
273;03.05.2025 16:00:00;15,39;0,02;0,02;1466,55
274;03.05.2025 16:30:00;15,08;0,01;0,00;1465,47
275;03.05.2025 17:00:00;14,87;0,01;0,00;1464,71
276;03.05.2025 17:30:00;14,65;0,02;0,02;1463,96
277;03.05.2025 18:00:00;14,44;0,02;0,02;1463,20
278;03.05.2025 18:30:00;14,25;0,01;0,00;1462,52
279;03.05.2025 19:00:00;14,16;0,02;0,02;1462,20
280;03.05.2025 19:30:00;14,03;0,01;0,00;1461,75
281;03.05.2025 20:00:00;13,88;0,01;0,00;1461,19
282;03.05.2025 20:30:00;13,69;0,02;0,02;1460,53
283;03.05.2025 21:00:00;13,51;0,02;0,02;1459,85
284;03.05.2025 21:30:00;13,29;0,02;0,02;1459,05
285;03.05.2025 22:00:00;13,04;0,01;0,00;1458,12
286;03.05.2025 22:30:00;12,79;0,02;0,02;1457,20
287;03.05.2025 23:00:00;12,57;0,02;0,02;1456,38
288;03.05.2025 23:30:00;12,28;0,01;0,00;1455,30
289;04.05.2025 00:00:00;11,97;0,02;0,02;1454,12
290;04.05.2025 00:30:00;11,65;0,01;0,00;1452,90
291;04.05.2025 01:00:00;11,36;0,02;0,02;1451,81
292;04.05.2025 01:30:00;11,04;0,02;0,02;1450,57
293;04.05.2025 02:00:00;10,68;0,02;0,02;1449,19
294;04.05.2025 02:30:00;10,39;0,02;0,02;1448,05
295;04.05.2025 03:00:00;10,06;0,02;0,02;1446,76
296;04.05.2025 03:30:00;9,73;0,02;0,02;1445,46
297;04.05.2025 04:00:00;9,44;0,00;0,00;1444,25
298;04.05.2025 04:30:00;9,11;0,00;0,00;1442,92
299;04.05.2025 05:00:00;8,84;0,02;0,02;1441,85
300;04.05.2025 05:30:00;8,54;0,00;0,00;1440,60
301;04.05.2025 06:00:00;8,30;0,02;0,02;1439,65
302;04.05.2025 06:30:00;8,00;0,02;0,02;1438,39
303;04.05.2025 07:00:00;7,76;0,02;0,02;1437,40
304;04.05.2025 07:30:00;7,55;0,02;0,02;1436,55
305;04.05.2025 08:00:00;7,42;0,00;0,00;1435,95
306;04.05.2025 08:30:00;7,35;0,00;0,00;1435,66
307;04.05.2025 09:00:00;7,38;0,00;0,00;1435,81
308;04.05.2025 09:30:00;7,55;0,00;0,00;1436,53
309;04.05.2025 10:00:00;7,86;0,02;0,02;1437,83
310;04.05.2025 10:30:00;8,23;0,02;0,02;1439,37
311;04.05.2025 11:00:00;8,74;0,02;0,02;1441,44
312;04.05.2025 11:30:00;9,34;0,02;0,02;1443,87
313;04.05.2025 12:00:00;10,06;0,01;0,00;1446,75
314;04.05.2025 12:30:00;10,81;0,02;0,02;1449,70
315;04.05.2025 13:00:00;11,65;0,02;0,02;1452,91
316;04.05.2025 13:30:00;12,50;0,01;0,00;1456,13
317;04.05.2025 14:00:00;13,29;0,02;0,02;1459,05
318;04.05.2025 14:30:00;14,10;0,02;0,02;1461,98
319;04.05.2025 15:00:00;14,84;0,02;0,02;1464,61
320;04.05.2025 15:30:00;15,51;0,01;0,00;1466,96
321;04.05.2025 16:00:00;16,54;0,02;0,02;1470,50
322;04.05.2025 16:30:00;17,17;0,02;0,02;1472,63
323;04.05.2025 17:00:00;17,44;0,01;0,00;1473,51
324;04.05.2025 17:30:00;17,44;0,01;0,00;1473,51
325;04.05.2025 18:00:00;17,32;0,01;0,00;1473,11
326;04.05.2025 18:30:00;17,26;0,02;0,02;1472,93
327;04.05.2025 19:00:00;17,38;0,01;0,00;1473,31
328;04.05.2025 19:30:00;17,80;0,01;0,00;1474,70
329;04.05.2025 20:00:00;18,06;0,01;0,00;1475,57
330;04.05.2025 20:30:00;18,06;0,02;0,02;1475,58
331;04.05.2025 21:00:00;18,03;0,01;0,00;1475,48
332;04.05.2025 21:30:00;17,88;0,01;0,00;1474,99
333;04.05.2025 22:00:00;17,74;0,01;0,00;1474,50
334;04.05.2025 22:30:00;17,53;0,02;0,02;1473,82
335;04.05.2025 23:00:00;17,26;0,01;0,00;1472,92
336;04.05.2025 23:30:00;16,99;0,02;0,02;1472,02
337;05.05.2025 00:00:00;16,69;0,01;0,00;1471,00
338;05.05.2025 00:30:00;16,39;0,01;0,00;1469,98
339;05.05.2025 01:00:00;16,08;0,01;0,00;1468,95
340;05.05.2025 01:30:00;15,75;0,01;0,00;1467,80
341;05.05.2025 02:00:00;15,45;0,01;0,00;1466,75
342;05.05.2025 02:30:00;15,14;0,01;0,00;1465,68
343;05.05.2025 03:00:00;14,87;0,01;0,00;1464,71
344;05.05.2025 03:30:00;14,59;0,01;0,00;1463,73
345;05.05.2025 04:00:00;14,31;0,01;0,00;1462,74
346;05.05.2025 04:30:00;14,10;0,02;0,02;1461,98
347;05.05.2025 05:00:00;13,85;0,01;0,00;1461,08
348;05.05.2025 05:30:00;13,63;0,01;0,00;1460,29
349;05.05.2025 06:00:00;13,41;0,02;0,02;1459,51
350;05.05.2025 06:30:00;13,23;0,02;0,02;1458,82
351;05.05.2025 07:00:00;13,10;0,02;0,02;1458,36
352;05.05.2025 07:30:00;13,01;0,02;0,02;1458,01
353;05.05.2025 08:00:00;12,94;0,01;0,00;1457,77
354;05.05.2025 08:30:00;13,13;0,01;0,00;1458,46
355;05.05.2025 09:00:00;13,41;0,01;0,00;1459,49
356;05.05.2025 09:30:00;13,85;0,02;0,02;1461,09
357;05.05.2025 10:00:00;14,44;0,01;0,00;1463,18
358;05.05.2025 10:30:00;15,11;0,01;0,00;1465,57
359;05.05.2025 11:00:00;15,54;0,01;0,00;1467,06
360;05.05.2025 11:30:00;15,60;0,01;0,00;1467,27
361;05.05.2025 12:00:00;15,69;0,02;0,02;1467,60
362;05.05.2025 12:30:00;15,84;0,02;0,02;1468,13
363;05.05.2025 13:00:00;16,14;0,01;0,00;1469,16
364;05.05.2025 13:30:00;16,57;0,01;0,00;1470,59
365;05.05.2025 14:00:00;17,05;0,01;0,00;1472,21
366;05.05.2025 14:30:00;17,56;0,01;0,00;1473,91
367;05.05.2025 15:00:00;18,00;0,01;0,00;1475,38
368;05.05.2025 15:30:00;18,36;0,01;0,00;1476,54
369;05.05.2025 16:00:00;18,66;0,01;0,00;1477,50
370;05.05.2025 16:30:00;18,92;0,01;0,00;1478,35
371;05.05.2025 17:00:00;19,13;0,03;0,05;1479,04
372;05.05.2025 17:30:00;19,34;0,02;0,02;1479,68
373;05.05.2025 18:00:00;19,69;0,02;0,02;1480,79
374;05.05.2025 18:30:00;19,99;0,02;0,02;1481,71
375;05.05.2025 19:00:00;19,90;0,02;0,02;1481,44
376;05.05.2025 19:30:00;19,54;0,02;0,02;1480,33
377;05.05.2025 20:00:00;18,45;0,01;0,00;1476,83
378;05.05.2025 20:30:00;17,41;0,01;0,00;1473,41
379;05.05.2025 21:00:00;16,66;0,01;0,00;1470,90
380;05.05.2025 21:30:00;15,99;0,01;0,00;1468,64
381;05.05.2025 22:00:00;15,39;0,01;0,00;1466,53
382;05.05.2025 22:30:00;15,29;0,01;0,00;1466,21
383;05.05.2025 23:00:00;15,14;0,02;0,02;1465,69
384;05.05.2025 23:30:00;14,80;0,01;0,00;1464,49
385;06.05.2025 00:00:00;14,47;0,02;0,02;1463,31
386;06.05.2025 00:30:00;14,19;0,01;0,00;1462,30
387;06.05.2025 01:00:00;13,94;0,02;0,02;1461,42
388;06.05.2025 01:30:00;13,66;0,01;0,00;1460,40
389;06.05.2025 02:00:00;13,44;0,02;0,02;1459,62
390;06.05.2025 02:30:00;13,20;0,02;0,02;1458,70
391;06.05.2025 03:00:00;12,98;0,02;0,02;1457,90
392;06.05.2025 03:30:00;12,72;0,02;0,02;1456,97
393;06.05.2025 04:00:00;12,57;0,02;0,02;1456,38
394;06.05.2025 04:30:00;12,41;0,02;0,02;1455,79
395;06.05.2025 05:00:00;12,31;0,01;0,00;1455,42
396;06.05.2025 05:30:00;12,19;0,02;0,02;1454,96
397;06.05.2025 06:00:00;12,12;0,01;0,00;1454,71
398;06.05.2025 06:30:00;12,06;0,02;0,02;1454,48
399;06.05.2025 07:00:00;12,03;0,02;0,02;1454,36
400;06.05.2025 07:30:00;12,03;0,01;0,00;1454,35
401;06.05.2025 08:00:00;12,03;0,02;0,02;1454,36
402;06.05.2025 08:30:00;12,76;0,02;0,02;1457,08
403;06.05.2025 09:00:00;14,13;0,02;0,02;1462,09
404;06.05.2025 09:30:00;15,05;0,02;0,02;1465,37
405;06.05.2025 10:00:00;15,26;0,02;0,02;1466,12
406;06.05.2025 10:30:00;15,32;0,01;0,00;1466,32
407;06.05.2025 11:00:00;15,26;0,02;0,02;1466,12
408;06.05.2025 11:30:00;15,20;0,01;0,00;1465,89
409;06.05.2025 12:00:00;15,14;0,01;0,00;1465,68
410;06.05.2025 12:30:00;15,02;0,02;0,02;1465,26
411;06.05.2025 13:00:00;14,87;0,01;0,00;1464,71
412;06.05.2025 13:30:00;15,17;0,02;0,02;1465,80
413;06.05.2025 14:00:00;15,54;0,02;0,02;1467,08
414;06.05.2025 14:30:00;15,87;0,02;0,02;1468,23
415;06.05.2025 15:00:00;16,69;0,01;0,00;1471,00
416;06.05.2025 15:30:00;17,62;0,02;0,02;1474,12
417;06.05.2025 16:00:00;18,92;0,01;0,00;1478,35
418;06.05.2025 16:30:00;19,40;0,02;0,02;1479,87
419;06.05.2025 17:00:00;20,34;0,02;0,02;1482,81
420;06.05.2025 17:30:00;20,57;0,02;0,02;1483,53
421;06.05.2025 18:00:00;20,66;0,03;0,05;1483,81
422;06.05.2025 18:30:00;20,69;0,02;0,02;1483,89
423;06.05.2025 19:00:00;21,13;0,02;0,02;1485,22
424;06.05.2025 19:30:00;15,17;18,56;24,27;1487,76
425;06.05.2025 20:00:00;12,35;19,38;23,62;1479,05
426;06.05.2025 20:30:00;12,35;19,48;23,73;1479,17
427;06.05.2025 21:00:00;12,38;22,65;27,24;1483,12
428;06.05.2025 21:30:00;12,25;20,15;24,42;1479,65
429;06.05.2025 22:00:00;12,22;19,84;24,06;1479,16
430;06.05.2025 22:30:00;12,19;19,41;23,56;1478,53
431;06.05.2025 23:00:00;12,19;19,61;23,78;1478,77
432;06.05.2025 23:30:00;12,12;19,49;23,62;1478,40
433;07.05.2025 00:00:00;12,22;21,51;25,90;1481,19
434;07.05.2025 00:30:00;12,16;21,10;25,40;1480,46
