"Number","Date-Time","Temp(°C)","Salinity(psu)","Conduct(mS/cm)","Velocity(m/sec)"
45,"28-04-2025 22:00:00",23.04,0.01,0,1490.86
46,"28-04-2025 22:30:00",22.87,0.01,0,1490.36
47,"28-04-2025 23:00:00",22.84,0.01,0,1490.27
48,"28-04-2025 23:30:00",22.78,0.01,0,1490.11
49,"29-04-2025 00:00:00",22.66,0.01,0,1489.77
50,"29-04-2025 00:30:00",22.49,0.01,0,1489.26
51,"29-04-2025 01:00:00",22.34,0.01,0,1488.84
52,"29-04-2025 01:30:00",22.29,0.01,0,1488.67
53,"29-04-2025 02:00:00",22.34,0.01,0,1488.84
54,"29-04-2025 02:30:00",22.29,0.01,0,1488.67
55,"29-04-2025 03:00:00",22.2,0.01,0,1488.41
56,"29-04-2025 03:30:00",22.11,0.01,0,1488.15
57,"29-04-2025 04:00:00",22.17,0.01,0,1488.32
58,"29-04-2025 04:30:00",22.17,0.01,0,1488.32
59,"29-04-2025 05:00:00",22.08,0.01,0,1488.07
60,"29-04-2025 05:30:00",22.08,0.01,0,1488.07
61,"29-04-2025 06:00:00",22.37,0.01,0,1488.92
62,"29-04-2025 06:30:00",22.55,0.01,0,1489.43
63,"29-04-2025 07:00:00",22.63,0.01,0,1489.69
64,"29-04-2025 07:30:00",22.63,0.01,0,1489.68
65,"29-04-2025 08:00:00",22.66,0.01,0,1489.77
66,"29-04-2025 08:30:00",22.69,0.01,0,1489.85
67,"29-04-2025 09:00:00",22.75,0.01,0,1490.02
68,"29-04-2025 09:30:00",22.95,0.01,0,1490.61
69,"29-04-2025 10:00:00",23.07,0.01,0,1490.95
70,"29-04-2025 10:30:00",23.13,0.01,0,1491.11
71,"29-04-2025 11:00:00",23.18,0.01,0,1491.28
72,"29-04-2025 11:30:00",23.24,0.02,0.03,1491.46
73,"29-04-2025 12:00:00",23.27,0.02,0.03,1491.54
74,"29-04-2025 12:30:00",23.3,0.01,0,1491.61
75,"29-04-2025 13:00:00",23.3,0.01,0,1491.61
76,"29-04-2025 13:30:00",23.3,0.01,0,1491.61
77,"29-04-2025 14:00:00",23.45,0.01,0,1492.03
78,"29-04-2025 14:30:00",23.68,0.02,0.03,1492.7
79,"29-04-2025 15:00:00",23.85,0.01,0,1493.18
80,"29-04-2025 15:30:00",23.94,0.02,0.03,1493.43
81,"29-04-2025 16:00:00",24,0.01,0,1493.59
82,"29-04-2025 16:30:00",24.02,0.02,0.03,1493.68
83,"29-04-2025 17:00:00",24.02,0.01,0,1493.67
84,"29-04-2025 17:30:00",24.02,0.01,0,1493.67
85,"29-04-2025 18:00:00",24,0.02,0.03,1493.6
86,"29-04-2025 18:30:00",23.97,0.01,0,1493.5
87,"29-04-2025 19:00:00",24.02,0.02,0.03,1493.68
88,"29-04-2025 19:30:00",24.08,0.01,0,1493.83
89,"29-04-2025 20:00:00",24.05,0.01,0,1493.75
90,"29-04-2025 20:30:00",23.97,0.01,0,1493.5
91,"29-04-2025 21:00:00",23.88,0.01,0,1493.26
92,"29-04-2025 21:30:00",23.71,0.01,0,1492.77
93,"29-04-2025 22:00:00",23.47,0.01,0,1492.11
94,"29-04-2025 22:30:00",23.27,0.01,0,1491.53
95,"29-04-2025 23:00:00",23.07,0.01,0,1490.95
96,"29-04-2025 23:30:00",22.92,0.01,0,1490.53
97,"30-04-2025 00:00:00",22.78,0.01,0,1490.11
98,"30-04-2025 00:30:00",22.66,0.01,0,1489.77
99,"30-04-2025 01:00:00",22.52,0.01,0,1489.35
100,"30-04-2025 01:30:00",22.52,0.01,0,1489.35
101,"30-04-2025 02:00:00",22.49,0.01,0,1489.26
102,"30-04-2025 02:30:00",22.4,0.01,0,1489.01
103,"30-04-2025 03:00:00",22.29,0.01,0,1488.67
104,"30-04-2025 03:30:00",22.29,0.01,0,1488.67
105,"30-04-2025 04:00:00",22.31,0.01,0,1488.75
106,"30-04-2025 04:30:00",22.26,0.01,0,1488.58
107,"30-04-2025 05:00:00",22.2,0.01,0,1488.41
108,"30-04-2025 05:30:00",22.29,0.01,0,1488.67
109,"30-04-2025 06:00:00",22.34,0.01,0,1488.84
110,"30-04-2025 06:30:00",22.4,0.01,0,1489.01
111,"30-04-2025 07:00:00",22.55,0.01,0,1489.43
112,"30-04-2025 07:30:00",22.69,0.01,0,1489.85
113,"30-04-2025 08:00:00",22.81,0.01,0,1490.19
114,"30-04-2025 08:30:00",22.89,0.01,0,1490.44
115,"30-04-2025 09:00:00",22.98,0.01,0,1490.69
116,"30-04-2025 09:30:00",23.01,0.01,0,1490.78
117,"30-04-2025 10:00:00",23.16,0.01,0,1491.2
118,"30-04-2025 10:30:00",23.42,0.01,0,1491.94
119,"30-04-2025 11:00:00",23.56,0.01,0,1492.36
120,"30-04-2025 11:30:00",23.68,0.01,0,1492.69
121,"30-04-2025 12:00:00",23.76,0.01,0,1492.93
122,"30-04-2025 12:30:00",23.82,0.01,0,1493.1
123,"30-04-2025 13:00:00",23.88,0.01,0,1493.26
124,"30-04-2025 13:30:00",23.91,0.01,0,1493.34
125,"30-04-2025 14:00:00",23.91,0.01,0,1493.34
126,"30-04-2025 14:30:00",23.97,0.01,0,1493.5
127,"30-04-2025 15:00:00",24.02,0.01,0,1493.67
128,"30-04-2025 15:30:00",24.11,0.02,0.03,1493.92
129,"30-04-2025 16:00:00",24.2,0.01,0,1494.15
130,"30-04-2025 16:30:00",24.26,0.01,0,1494.32
131,"30-04-2025 17:00:00",24.28,0.01,0,1494.4
132,"30-04-2025 17:30:00",24.31,0.01,0,1494.48
133,"30-04-2025 18:00:00",24.31,0.01,0,1494.48
134,"30-04-2025 18:30:00",24.28,0.01,0,1494.4
135,"30-04-2025 19:00:00",24.23,0.01,0,1494.23
136,"30-04-2025 19:30:00",24.17,0.02,0.03,1494.08
137,"30-04-2025 20:00:00",24.11,0.01,0,1493.91
138,"30-04-2025 20:30:00",24.02,0.01,0,1493.67
139,"30-04-2025 21:00:00",23.97,0.01,0,1493.5
140,"30-04-2025 21:30:00",23.88,0.01,0,1493.26
141,"30-04-2025 22:00:00",23.74,0.01,0,1492.85
142,"30-04-2025 22:30:00",23.56,0.01,0,1492.36
143,"30-04-2025 23:00:00",23.45,0.01,0,1492.03
144,"30-04-2025 23:30:00",23.36,0.02,0.03,1491.79
145,"01-05-2025 00:00:00",23.24,0.01,0,1491.45
146,"01-05-2025 00:30:00",23.13,0.01,0,1491.11
147,"01-05-2025 01:00:00",23.01,0.01,0,1490.78
148,"01-05-2025 01:30:00",22.95,0.01,0,1490.61
149,"01-05-2025 02:00:00",22.87,0.01,0,1490.36
150,"01-05-2025 02:30:00",22.81,0.01,0,1490.19
151,"01-05-2025 03:00:00",22.78,0.01,0,1490.11
152,"01-05-2025 03:30:00",22.72,0.01,0,1489.94
153,"01-05-2025 04:00:00",22.69,0.01,0,1489.85
154,"01-05-2025 04:30:00",22.72,0.01,0,1489.94
155,"01-05-2025 05:00:00",22.69,0.01,0,1489.85
156,"01-05-2025 05:30:00",22.72,0.01,0,1489.94
157,"01-05-2025 06:00:00",22.78,0.01,0,1490.11
158,"01-05-2025 06:30:00",22.92,0.01,0,1490.53
159,"01-05-2025 07:00:00",23.1,0.01,0,1491.03
160,"01-05-2025 07:30:00",23.21,0.02,0.03,1491.37
161,"01-05-2025 08:00:00",23.3,0.02,0.03,1491.62
162,"01-05-2025 08:30:00",23.39,0.01,0,1491.86
163,"01-05-2025 09:00:00",23.47,0.01,0,1492.11
164,"01-05-2025 09:30:00",23.36,0.01,0,1491.78
165,"01-05-2025 10:00:00",23.21,0.01,0,1491.36
166,"01-05-2025 10:30:00",22.23,0.01,0,1488.49
167,"01-05-2025 11:00:00",8.75,27.69,29.88,1476.1
168,"01-05-2025 11:30:00",8.79,27.78,30,1476.34
169,"01-05-2025 12:00:00",8.75,27.87,30.05,1476.32
170,"01-05-2025 12:30:00",8.75,27.9,30.08,1476.36
171,"01-05-2025 13:00:00",8.72,27.98,30.14,1476.34
172,"01-05-2025 13:30:00",8.72,28.07,30.23,1476.45
173,"01-05-2025 14:00:00",8.65,28.12,30.23,1476.26
174,"01-05-2025 14:30:00",8.65,28.3,30.4,1476.49
175,"01-05-2025 15:00:00",8.65,28.33,30.43,1476.52
176,"01-05-2025 15:30:00",8.65,28.33,30.43,1476.52
177,"01-05-2025 16:00:00",8.65,28.36,30.46,1476.56
178,"01-05-2025 16:30:00",8.65,28.39,30.49,1476.6
179,"01-05-2025 17:00:00",8.85,28.33,30.58,1477.27
180,"01-05-2025 17:30:00",8.72,28.28,30.43,1476.71
181,"01-05-2025 18:00:00",8.69,28.31,30.43,1476.62
182,"01-05-2025 18:30:00",8.75,28.29,30.46,1476.84
183,"01-05-2025 19:00:00",8.79,28.23,30.43,1476.9
184,"01-05-2025 19:30:00",8.82,28.23,30.46,1477.03
185,"01-05-2025 20:00:00",8.79,28.05,30.26,1476.67
186,"01-05-2025 20:30:00",8.75,27.87,30.05,1476.32
187,"01-05-2025 21:00:00",8.75,27.51,29.7,1475.87
188,"01-05-2025 21:30:00",8.79,27.3,29.53,1475.74
189,"01-05-2025 22:00:00",8.79,27.36,29.59,1475.82
190,"01-05-2025 22:30:00",8.79,27.45,29.67,1475.93
191,"01-05-2025 23:00:00",8.82,27.43,29.67,1476.02
192,"01-05-2025 23:30:00",8.75,27.57,29.76,1475.95
193,"02-05-2025 00:00:00",8.75,27.6,29.79,1475.98
194,"02-05-2025 00:30:00",8.72,27.83,29.99,1476.15
195,"02-05-2025 01:00:00",8.72,27.86,30.02,1476.19
196,"02-05-2025 01:30:00",8.75,27.96,30.14,1476.43
197,"02-05-2025 02:00:00",8.82,27.76,30,1476.43
198,"02-05-2025 02:30:00",8.79,27.78,30,1476.34
199,"02-05-2025 03:00:00",8.82,27.58,29.82,1476.21
200,"02-05-2025 03:30:00",8.75,27.66,29.85,1476.06
201,"02-05-2025 04:00:00",8.72,27.77,29.94,1476.08
202,"02-05-2025 04:30:00",8.72,27.68,29.85,1475.96
203,"02-05-2025 05:00:00",8.69,27.74,29.88,1475.91
204,"02-05-2025 05:30:00",8.65,27.7,29.82,1475.74
205,"02-05-2025 06:00:00",8.65,27.67,29.79,1475.7
206,"02-05-2025 06:30:00",8.65,27.67,29.79,1475.7
207,"02-05-2025 07:00:00",8.69,27.68,29.82,1475.83
208,"02-05-2025 07:30:00",8.69,27.68,29.82,1475.83
209,"02-05-2025 08:00:00",8.69,27.77,29.91,1475.94
210,"02-05-2025 08:30:00",8.69,27.74,29.88,1475.91
211,"02-05-2025 09:00:00",8.72,27.71,29.88,1476
212,"02-05-2025 09:30:00",8.72,27.71,29.88,1476
213,"02-05-2025 10:00:00",8.72,27.62,29.79,1475.89
214,"02-05-2025 10:30:00",8.75,27.6,29.79,1475.98
215,"02-05-2025 11:00:00",8.75,27.63,29.82,1476.02
216,"02-05-2025 11:30:00",8.79,27.6,29.82,1476.12
217,"02-05-2025 12:00:00",8.79,27.63,29.85,1476.15
218,"02-05-2025 12:30:00",8.82,27.64,29.88,1476.28
219,"02-05-2025 13:00:00",8.85,27.37,29.65,1476.08
220,"02-05-2025 13:30:00",8.79,27.45,29.67,1475.93
221,"02-05-2025 14:00:00",8.79,27.51,29.73,1476
222,"02-05-2025 14:30:00",8.72,27.47,29.64,1475.7
223,"02-05-2025 15:00:00",8.72,27.53,29.7,1475.78
224,"02-05-2025 15:30:00",8.72,27.21,29.38,1475.37
225,"02-05-2025 16:00:00",8.72,27.62,29.79,1475.89
226,"02-05-2025 16:30:00",8.75,27.51,29.7,1475.87
227,"02-05-2025 17:00:00",8.75,27.54,29.73,1475.91
228,"02-05-2025 17:30:00",8.75,27.63,29.82,1476.02
229,"02-05-2025 18:00:00",8.79,27.69,29.91,1476.23
230,"02-05-2025 18:30:00",8.79,27.75,29.97,1476.3
231,"02-05-2025 19:00:00",8.85,27.73,30,1476.53
232,"02-05-2025 19:30:00",8.92,27.74,30.06,1476.79
233,"02-05-2025 20:00:00",8.85,27.79,30.05,1476.6
234,"02-05-2025 20:30:00",8.85,27.4,29.68,1476.12
235,"02-05-2025 21:00:00",8.85,27.28,29.56,1475.97
236,"02-05-2025 21:30:00",8.82,27.1,29.35,1475.61
237,"02-05-2025 22:00:00",8.79,27.1,29.32,1475.48
238,"02-05-2025 22:30:00",8.79,27.16,29.38,1475.56
239,"02-05-2025 23:00:00",8.72,27.18,29.35,1475.33
240,"02-05-2025 23:30:00",8.75,27.15,29.35,1475.42
241,"03-05-2025 00:00:00",8.72,27.21,29.38,1475.37
242,"03-05-2025 00:30:00",8.72,27.23,29.41,1475.4
243,"03-05-2025 01:00:00",8.75,27.3,29.5,1475.61
244,"03-05-2025 01:30:00",8.69,27.62,29.76,1475.76
245,"03-05-2025 02:00:00",8.65,27.67,29.79,1475.7
246,"03-05-2025 02:30:00",8.65,27.82,29.93,1475.89
247,"03-05-2025 03:00:00",8.65,27.85,29.96,1475.92
248,"03-05-2025 03:30:00",8.65,28,30.11,1476.11
249,"03-05-2025 04:00:00",8.69,28.07,30.2,1476.32
250,"03-05-2025 04:30:00",8.45,27.68,29.64,1474.94
251,"03-05-2025 05:00:00",8.55,27.72,29.76,1475.38
252,"03-05-2025 05:30:00",8.55,27.87,29.9,1475.57
253,"03-05-2025 06:00:00",8.42,27.52,29.46,1474.62
254,"03-05-2025 06:30:00",8.45,27.59,29.55,1474.83
255,"03-05-2025 07:00:00",8.35,27.36,29.26,1474.16
256,"03-05-2025 07:30:00",8.39,27.21,29.14,1474.11
257,"03-05-2025 08:00:00",8.35,26.94,28.85,1473.63
258,"03-05-2025 08:30:00",8.32,26.81,28.7,1473.35
259,"03-05-2025 09:00:00",8.35,26.94,28.85,1473.63
260,"03-05-2025 09:30:00",8.35,26.88,28.79,1473.56
261,"03-05-2025 10:00:00",8.39,26.88,28.82,1473.69
262,"03-05-2025 10:30:00",8.45,26.89,28.88,1473.96
263,"03-05-2025 11:00:00",8.49,26.9,28.91,1474.1
264,"03-05-2025 11:30:00",8.45,26.92,28.91,1474
265,"03-05-2025 12:00:00",8.49,26.96,28.97,1474.17
266,"03-05-2025 12:30:00",8.55,26.94,29,1474.4
267,"03-05-2025 13:00:00",8.69,26.9,29.06,1474.86
268,"03-05-2025 13:30:00",8.65,26.99,29.12,1474.84
269,"03-05-2025 14:00:00",8.65,27.14,29.26,1475.03
270,"03-05-2025 14:30:00",8.65,27.28,29.41,1475.21
271,"03-05-2025 15:00:00",8.69,27.35,29.5,1475.42
272,"03-05-2025 15:30:00",8.72,27.38,29.56,1475.59
273,"03-05-2025 16:00:00",8.85,27.4,29.68,1476.12
274,"03-05-2025 16:30:00",9.12,27.35,29.83,1477.05
275,"03-05-2025 17:00:00",9.08,27.32,29.77,1476.89
276,"03-05-2025 17:30:00",9.15,27.27,29.77,1477.07
277,"03-05-2025 18:00:00",9.05,27.34,29.77,1476.79
278,"03-05-2025 18:30:00",9.12,27.35,29.83,1477.05
279,"03-05-2025 19:00:00",9.38,27.25,29.92,1477.91
280,"03-05-2025 19:30:00",9.41,27.08,29.77,1477.82
281,"03-05-2025 20:00:00",9.48,26.62,29.37,1477.49
282,"03-05-2025 20:30:00",9.08,26.4,28.86,1475.74
283,"03-05-2025 21:00:00",8.98,26.45,28.83,1475.42
284,"03-05-2025 21:30:00",8.98,26.45,28.83,1475.42
285,"03-05-2025 22:00:00",8.75,26.29,28.5,1474.34
286,"03-05-2025 22:30:00",8.72,26.22,28.41,1474.14
287,"03-05-2025 23:00:00",8.69,26.07,28.24,1473.81
288,"03-05-2025 23:30:00",8.65,25.97,28.12,1473.57
289,"04-05-2025 00:00:00",8.65,25.88,28.03,1473.46
290,"04-05-2025 00:30:00",8.69,25.98,28.15,1473.7
291,"04-05-2025 01:00:00",8.72,26.25,28.44,1474.17
292,"04-05-2025 01:30:00",8.59,26.17,28.27,1473.56
293,"04-05-2025 02:00:00",8.65,26.33,28.47,1474.02
294,"04-05-2025 02:30:00",8.55,26.22,28.29,1473.5
295,"04-05-2025 03:00:00",8.72,26.34,28.53,1474.28
296,"04-05-2025 03:30:00",8.75,26.44,28.65,1474.53
297,"04-05-2025 04:00:00",8.82,26.71,28.97,1475.13
298,"04-05-2025 04:30:00",8.69,26.63,28.79,1474.52
299,"04-05-2025 05:00:00",8.82,26.83,29.09,1475.28
300,"04-05-2025 05:30:00",8.82,26.8,29.06,1475.24
301,"04-05-2025 06:00:00",8.75,26.7,28.91,1474.86
302,"04-05-2025 06:30:00",8.79,26.83,29.06,1475.15
303,"04-05-2025 07:00:00",8.72,26.76,28.94,1474.81
304,"04-05-2025 07:30:00",8.79,27.01,29.24,1475.37
305,"04-05-2025 08:00:00",8.85,26.99,29.27,1475.6
306,"04-05-2025 08:30:00",8.82,27.04,29.29,1475.54
307,"04-05-2025 09:00:00",8.88,27.08,29.38,1475.84
308,"04-05-2025 09:30:00",8.88,27.14,29.44,1475.91
309,"04-05-2025 10:00:00",8.92,27.09,29.41,1475.97
310,"04-05-2025 10:30:00",8.98,26.92,29.3,1476.01
311,"04-05-2025 11:00:00",8.98,26.42,28.8,1475.38
312,"04-05-2025 11:30:00",9.08,26.02,28.48,1475.27
313,"04-05-2025 12:00:00",9.08,25.87,28.33,1475.08
314,"04-05-2025 12:30:00",9.18,25.92,28.45,1475.51
315,"04-05-2025 13:00:00",9.12,25.64,28.13,1474.92
316,"04-05-2025 13:30:00",9.18,25.63,28.16,1475.15
317,"04-05-2025 14:00:00",9.21,25.72,28.28,1475.39
318,"04-05-2025 14:30:00",9.21,25.63,28.19,1475.28
319,"04-05-2025 15:00:00",9.25,25.7,28.28,1475.49
320,"04-05-2025 15:30:00",9.28,25.65,28.25,1475.54
321,"04-05-2025 16:00:00",9.25,25.79,28.37,1475.6
322,"04-05-2025 16:30:00",9.28,25.79,28.4,1475.73
323,"04-05-2025 17:00:00",9.31,25.8,28.43,1475.86
324,"04-05-2025 17:30:00",9.38,25.69,28.37,1475.97
325,"04-05-2025 18:00:00",9.41,25.73,28.43,1476.14
326,"04-05-2025 18:30:00",9.41,25.73,28.43,1476.14
327,"04-05-2025 19:00:00",9.41,25.76,28.46,1476.18
328,"04-05-2025 19:30:00",9.38,25.84,28.52,1476.16
329,"04-05-2025 20:00:00",9.25,25.23,27.81,1474.9
330,"04-05-2025 20:30:00",9.18,25.3,27.84,1474.75
331,"04-05-2025 21:00:00",9.15,25.06,27.57,1474.32
332,"04-05-2025 21:30:00",9.05,24.89,27.34,1473.74
333,"04-05-2025 22:00:00",9.08,25.08,27.54,1474.09
334,"04-05-2025 22:30:00",9.08,25.08,27.54,1474.09
335,"04-05-2025 23:00:00",9.05,24.95,27.39,1473.81
336,"04-05-2025 23:30:00",9.05,24.72,27.16,1473.52
337,"05-05-2025 00:00:00",9.05,24.54,26.98,1473.29
338,"05-05-2025 00:30:00",9.02,24.53,26.95,1473.16
339,"05-05-2025 01:00:00",9.02,24.5,26.92,1473.12
340,"05-05-2025 01:30:00",8.95,24.28,26.66,1472.6
341,"05-05-2025 02:00:00",9.02,24.56,26.98,1473.2
342,"05-05-2025 02:30:00",8.98,24.55,26.95,1473.06
343,"05-05-2025 03:00:00",9.02,24.59,27.01,1473.23
344,"05-05-2025 03:30:00",9.02,24.56,26.98,1473.2
345,"05-05-2025 04:00:00",8.85,24.55,26.86,1472.56
346,"05-05-2025 04:30:00",8.98,24.58,26.98,1473.1
347,"05-05-2025 05:00:00",9.05,24.78,27.22,1473.59
348,"05-05-2025 05:30:00",9.08,24.84,27.31,1473.8
349,"05-05-2025 06:00:00",9.05,24.89,27.34,1473.74
350,"05-05-2025 06:30:00",9.05,25.13,27.57,1474.03
351,"05-05-2025 07:00:00",8.92,24.89,27.24,1473.24
352,"05-05-2025 07:30:00",9.05,25.66,28.1,1474.69
353,"05-05-2025 08:00:00",9.08,26.05,28.51,1475.3
354,"05-05-2025 08:30:00",9.02,25.92,28.33,1474.89
355,"05-05-2025 09:00:00",8.92,25.28,27.63,1473.72
356,"05-05-2025 09:30:00",8.88,25.09,27.42,1473.36
357,"05-05-2025 10:00:00",8.82,24.31,26.59,1472.13
358,"05-05-2025 10:30:00",8.85,24.26,26.57,1472.19
359,"05-05-2025 11:00:00",8.82,24.22,26.51,1472.02
360,"05-05-2025 11:30:00",8.85,24.2,26.51,1472.11
361,"05-05-2025 12:00:00",8.88,24.24,26.57,1472.29
362,"05-05-2025 12:30:00",8.92,24.22,26.57,1472.39
363,"05-05-2025 13:00:00",8.98,24.14,26.54,1472.55
364,"05-05-2025 13:30:00",9.05,24.13,26.57,1472.78
365,"05-05-2025 14:00:00",9.08,24.08,26.54,1472.84
366,"05-05-2025 14:30:00",9.08,24.02,26.48,1472.77
367,"05-05-2025 15:00:00",9.12,24.03,26.51,1472.9
368,"05-05-2025 15:30:00",9.05,24.1,26.54,1472.74
369,"05-05-2025 16:00:00",9.05,24.13,26.57,1472.78
370,"05-05-2025 16:30:00",9.15,24.12,26.63,1473.15
371,"05-05-2025 17:00:00",9.28,24.04,26.63,1473.54
372,"05-05-2025 17:30:00",9.25,23.91,26.49,1473.26
373,"05-05-2025 18:00:00",9.18,23.98,26.51,1473.1
374,"05-05-2025 18:30:00",9.18,23.95,26.48,1473.06
375,"05-05-2025 19:00:00",9.21,23.9,26.45,1473.13
376,"05-05-2025 19:30:00",9.18,24.07,26.6,1473.21
377,"05-05-2025 20:00:00",9.18,24.25,26.78,1473.43
378,"05-05-2025 20:30:00",9.15,24.56,27.07,1473.7
379,"05-05-2025 21:00:00",9.12,24.79,27.28,1473.86
380,"05-05-2025 21:30:00",9.12,24.5,26.98,1473.49
381,"05-05-2025 22:00:00",9.12,24.32,26.81,1473.27
382,"05-05-2025 22:30:00",8.95,24.25,26.63,1472.56
383,"05-05-2025 23:00:00",8.88,24.3,26.63,1472.36
384,"05-05-2025 23:30:00",8.88,24.27,26.6,1472.32
385,"06-05-2025 00:00:00",8.88,24.3,26.63,1472.36
386,"06-05-2025 00:30:00",8.95,24.34,26.72,1472.67
387,"06-05-2025 01:00:00",8.82,24.25,26.54,1472.05
388,"06-05-2025 01:30:00",8.69,23.95,26.15,1471.17
389,"06-05-2025 02:00:00",8.69,23.95,26.15,1471.17
390,"06-05-2025 02:30:00",8.69,23.95,26.15,1471.17
391,"06-05-2025 03:00:00",8.69,23.98,26.18,1471.21
392,"06-05-2025 03:30:00",8.69,23.95,26.15,1471.17
393,"06-05-2025 04:00:00",8.69,23.63,25.83,1470.76
394,"06-05-2025 04:30:00",8.69,23.72,25.91,1470.88
395,"06-05-2025 05:00:00",8.72,23.63,25.86,1470.9
396,"06-05-2025 05:30:00",8.72,23.49,25.71,1470.72
397,"06-05-2025 06:00:00",8.75,23.08,25.32,1470.33
398,"06-05-2025 06:30:00",8.75,23.26,25.5,1470.56
399,"06-05-2025 07:00:00",8.75,23.7,25.94,1471.11
400,"06-05-2025 07:30:00",8.75,23.38,25.62,1470.71
401,"06-05-2025 08:00:00",8.72,23.52,25.74,1470.75
402,"06-05-2025 08:30:00",8.75,23.67,25.92,1471.08
403,"06-05-2025 09:00:00",8.75,23.82,26.06,1471.26
404,"06-05-2025 09:30:00",8.75,23.76,26,1471.19
405,"06-05-2025 10:00:00",8.75,23.85,26.09,1471.3
406,"06-05-2025 10:30:00",8.75,23.64,25.89,1471.04
407,"06-05-2025 11:00:00",8.69,22.8,25,1469.72
408,"06-05-2025 11:30:00",8.69,22.88,25.09,1469.84
409,"06-05-2025 12:00:00",8.75,22.81,25.06,1470
410,"06-05-2025 12:30:00",8.75,22.9,25.15,1470.11
411,"06-05-2025 13:00:00",8.79,22.91,25.18,1470.25
412,"06-05-2025 13:30:00",8.82,23.07,25.35,1470.57
413,"06-05-2025 14:00:00",8.95,23.25,25.62,1471.31
414,"06-05-2025 14:30:00",9.12,23.56,26.04,1472.32
415,"06-05-2025 15:00:00",9.21,23.38,25.92,1472.47
416,"06-05-2025 15:30:00",9.28,23.66,26.25,1473.07
417,"06-05-2025 16:00:00",9.15,24.06,26.57,1473.08
418,"06-05-2025 16:30:00",9.71,23.62,26.49,1474.62
419,"06-05-2025 17:00:00",10.23,23.43,26.65,1476.33
420,"06-05-2025 17:30:00",10.19,23.31,26.5,1476.05
421,"06-05-2025 18:00:00",10.06,23.36,26.47,1475.64
422,"06-05-2025 18:30:00",10.13,23.41,26.56,1475.94
423,"06-05-2025 19:00:00",10.1,23.46,26.59,1475.88
424,"06-05-2025 19:30:00",9.93,23.5,26.53,1475.33
425,"06-05-2025 20:00:00",9.87,23.54,26.53,1475.14
426,"06-05-2025 20:30:00",9.93,23.33,26.35,1475.11
427,"06-05-2025 21:00:00",9.9,23.46,26.47,1475.16
428,"06-05-2025 21:30:00",9.9,23.46,26.47,1475.16
429,"06-05-2025 22:00:00",9.54,23.46,26.22,1473.81
430,"06-05-2025 22:30:00",9.8,23.47,26.41,1474.8
431,"06-05-2025 23:00:00",9.74,23.54,26.44,1474.64
