"Number","Date-Time","Temp(°C)","Salinity(psu)","Conduct(mS/cm)","Velocity(m/sec)"
1,"28-04-2025 00:00:00",20.99,0.01,0.01,1484.8
2,"28-04-2025 00:30:00",20.79,0.01,0.01,1484.18
3,"28-04-2025 01:00:00",20.58,0.01,0,1483.55
4,"28-04-2025 01:30:00",20.38,0.01,0.01,1482.92
5,"28-04-2025 02:00:00",20.23,0.01,0.01,1482.47
6,"28-04-2025 02:30:00",20.08,0.01,0.01,1482.01
7,"28-04-2025 03:00:00",19.94,0.01,0.01,1481.55
8,"28-04-2025 03:30:00",19.85,0.01,0.01,1481.28
9,"28-04-2025 04:00:00",19.76,0.01,0.01,1481
10,"28-04-2025 04:30:00",19.64,0.01,0,1480.63
11,"28-04-2025 05:00:00",19.55,0.01,0,1480.35
12,"28-04-2025 05:30:00",19.46,0.01,0,1480.07
13,"28-04-2025 06:00:00",19.38,0.01,0.01,1479.79
14,"28-04-2025 06:30:00",19.35,0.01,0,1479.7
15,"28-04-2025 07:00:00",19.52,0.01,0.01,1480.26
16,"28-04-2025 07:30:00",19.85,0.01,0.01,1481.28
17,"28-04-2025 08:00:00",19.7,0.01,0.01,1480.82
18,"28-04-2025 08:30:00",18.96,0.01,0.01,1478.48
19,"28-04-2025 09:00:00",18.34,0.01,0,1476.48
20,"28-04-2025 09:30:00",17.51,0.01,0,1473.74
21,"28-04-2025 10:00:00",16.97,0.01,0,1471.95
22,"28-04-2025 10:30:00",16.4,0.01,0,1470.02
23,"28-04-2025 11:00:00",15.82,0.01,0,1468.05
24,"28-04-2025 11:30:00",15.31,0.01,0,1466.25
25,"28-04-2025 12:00:00",14.82,0.01,0,1464.54
26,"28-04-2025 12:30:00",14.39,0.01,0,1463.01
27,"28-04-2025 13:00:00",14.02,0.01,0,1461.69
28,"28-04-2025 13:30:00",13.65,0.01,0,1460.34
29,"28-04-2025 14:00:00",13.34,0.01,0,1459.21
30,"28-04-2025 14:30:00",13.09,0.01,0,1458.29
31,"28-04-2025 15:00:00",12.9,0.01,0,1457.6
32,"28-04-2025 15:30:00",12.74,0.01,0,1457.02
33,"28-04-2025 16:00:00",12.62,0.01,0,1456.55
34,"28-04-2025 16:30:00",12.52,0.01,0,1456.2
35,"28-04-2025 17:00:00",12.4,0.01,0,1455.73
36,"28-04-2025 17:30:00",13.18,0.01,0,1458.64
37,"28-04-2025 18:00:00",14.14,0.01,0,1462.13
38,"28-04-2025 18:30:00",15,0.01,0,1465.19
39,"28-04-2025 19:00:00",15.76,0.01,0,1467.84
40,"28-04-2025 19:30:00",16.46,0.01,0,1470.22
41,"28-04-2025 20:00:00",17,0.01,0,1472.05
42,"28-04-2025 20:30:00",17.48,0.01,0,1473.64
43,"28-04-2025 21:00:00",17.78,0.01,0,1474.63
44,"28-04-2025 21:30:00",18.01,0.01,0,1475.41
45,"28-04-2025 22:00:00",18.22,0.01,0,1476.09
46,"28-04-2025 22:30:00",18.4,0.01,0,1476.67
47,"28-04-2025 23:00:00",18.52,0.01,0,1477.05
48,"28-04-2025 23:30:00",18.58,0.01,0,1477.24
49,"29-04-2025 00:00:00",18.61,0.01,0.01,1477.34
50,"29-04-2025 00:30:00",18.64,0.01,0.01,1477.44
51,"29-04-2025 01:00:00",18.64,0.01,0.01,1477.44
52,"29-04-2025 01:30:00",18.64,0.01,0.01,1477.44
53,"29-04-2025 02:00:00",18.64,0.01,0.01,1477.44
54,"29-04-2025 02:30:00",18.61,0.01,0.01,1477.34
55,"29-04-2025 03:00:00",18.61,0.01,0,1477.34
56,"29-04-2025 03:30:00",18.61,0.01,0,1477.34
57,"29-04-2025 04:00:00",18.61,0.01,0,1477.34
58,"29-04-2025 04:30:00",18.61,0.01,0.01,1477.34
59,"29-04-2025 05:00:00",18.61,0.01,0,1477.34
60,"29-04-2025 05:30:00",18.61,0.01,0.01,1477.34
61,"29-04-2025 06:00:00",18.61,0.01,0.01,1477.34
62,"29-04-2025 06:30:00",18.61,0.01,0.01,1477.34
63,"29-04-2025 07:00:00",18.61,0.01,0,1477.34
64,"29-04-2025 07:30:00",18.58,0.01,0,1477.24
65,"29-04-2025 08:00:00",18.58,0.01,0,1477.24
66,"29-04-2025 08:30:00",18.67,0.01,0.01,1477.53
67,"29-04-2025 09:00:00",19.11,0.01,0.01,1478.95
68,"29-04-2025 09:30:00",20.55,0.01,0.01,1483.46
69,"29-04-2025 10:00:00",21.23,0.01,0.01,1485.51
70,"29-04-2025 10:30:00",21.49,0.01,0.01,1486.3
71,"29-04-2025 11:00:00",21.61,0.01,0,1486.65
72,"29-04-2025 11:30:00",21.66,0.01,0,1486.83
73,"29-04-2025 12:00:00",21.08,0.01,0.01,1485.07
74,"29-04-2025 12:30:00",21.11,0.01,0.01,1485.16
75,"29-04-2025 13:00:00",23.35,0.01,0.01,1491.77
76,"29-04-2025 13:30:00",23.53,0.01,0,1492.26
77,"29-04-2025 14:00:00",27.42,0.03,0.04,1502.82
78,"29-04-2025 14:30:00",30.16,0.02,0.04,1509.63
79,"29-04-2025 15:00:00",30.98,0.02,0.04,1511.58
80,"29-04-2025 15:30:00",31.16,0.02,0.04,1512
81,"29-04-2025 16:00:00",31.51,0.02,0.04,1512.82
82,"29-04-2025 16:30:00",31.98,0.02,0.04,1513.91
83,"29-04-2025 17:00:00",30.45,0.02,0.04,1510.33
84,"29-04-2025 17:30:00",27.01,0.03,0.04,1501.77
85,"29-04-2025 18:00:00",24.75,0.01,0.01,1495.68
86,"29-04-2025 18:30:00",22.95,0.01,0.01,1490.6
87,"29-04-2025 19:00:00",21.55,0.01,0.01,1486.48
88,"29-04-2025 19:30:00",20.35,0.01,0.01,1482.83
89,"29-04-2025 20:00:00",19.17,0.01,0.01,1479.14
90,"29-04-2025 20:30:00",17.95,0.01,0,1475.22
91,"29-04-2025 21:00:00",16.67,0.01,0,1470.93
92,"29-04-2025 21:30:00",15.52,0.01,0,1467
93,"29-04-2025 22:00:00",14.45,0.01,0,1463.23
94,"29-04-2025 22:30:00",13.37,0.01,0,1459.32
95,"29-04-2025 23:00:00",12.33,0.01,0,1455.49
96,"29-04-2025 23:30:00",11.48,0.01,0,1452.25
97,"30-04-2025 00:00:00",10.61,0.01,0,1448.89
98,"30-04-2025 00:30:00",9.83,0.01,0,1445.82
99,"30-04-2025 01:00:00",9.2,0,0,1443.31
100,"30-04-2025 01:30:00",8.87,0,0,1441.97
101,"30-04-2025 02:00:00",8.54,0,0,1440.6
102,"30-04-2025 02:30:00",8.17,0,0,1439.08
103,"30-04-2025 03:00:00",7.76,0,0,1437.4
104,"30-04-2025 03:30:00",7.35,0,0,1435.68
105,"30-04-2025 04:00:00",7.15,0,0,1434.81
106,"30-04-2025 04:30:00",6.87,0,0,1433.64
107,"30-04-2025 05:00:00",6.59,0,0,1432.46
108,"30-04-2025 05:30:00",6.28,0,0,1431.11
109,"30-04-2025 06:00:00",5.96,0,0,1429.74
110,"30-04-2025 06:30:00",5.68,0,0,1428.51
111,"30-04-2025 07:00:00",5.47,0,0,1427.58
112,"30-04-2025 07:30:00",5.4,0,0,1427.27
113,"30-04-2025 08:00:00",5.47,0,0,1427.58
114,"30-04-2025 08:30:00",8.74,5.11,6.29,1447.81
115,"30-04-2025 09:00:00",11.32,0.01,0,1451.63
116,"30-04-2025 09:30:00",13.99,2.13,3.16,1464.12
117,"30-04-2025 10:00:00",12.99,0.01,0,1457.95
118,"30-04-2025 10:30:00",12.74,0.01,0,1457.02
119,"30-04-2025 11:00:00",12.71,0.01,0,1456.9
120,"30-04-2025 11:30:00",13.46,1.72,2.54,1461.72
121,"30-04-2025 12:00:00",14.48,1.01,1.57,1464.53
122,"30-04-2025 12:30:00",9.99,29.35,32.5,1482.78
123,"30-04-2025 13:00:00",9.76,29.4,32.36,1482.01
124,"30-04-2025 13:30:00",9.76,29.44,32.4,1482.05
125,"30-04-2025 14:00:00",9.8,29.44,32.43,1482.17
126,"30-04-2025 14:30:00",9.83,29.45,32.46,1482.3
127,"30-04-2025 15:00:00",9.89,29.43,32.5,1482.52
128,"30-04-2025 15:30:00",10.02,29.42,32.6,1482.99
129,"30-04-2025 16:00:00",10.35,29.39,32.83,1484.14
130,"30-04-2025 16:30:00",10.22,29.43,32.76,1483.71
131,"30-04-2025 17:00:00",10.25,29.4,32.76,1483.8
132,"30-04-2025 17:30:00",10.28,29.38,32.76,1483.89
