Site,Date,Time,Temperature_C
PBS,19/04/2022,2:10:00,16.84
PBS,19/04/2022,2:20:00,16.78
PBS,19/04/2022,2:30:00,16.73
PBS,19/04/2022,2:40:00,16.71
PBS,19/04/2022,2:50:00,16.66
PBS,19/04/2022,3:00:00,16.63
PBS,19/04/2022,3:10:00,16.6
PBS,19/04/2022,3:20:00,16.55
PBS,19/04/2022,3:30:00,16.52
PBS,19/04/2022,3:40:00,16.49
PBS,19/04/2022,3:50:00,16.47
PBS,19/04/2022,4:00:00,16.42
PBS,19/04/2022,4:10:00,16.36
PBS,19/04/2022,4:20:00,16.36
PBS,19/04/2022,4:30:00,16.33
PBS,19/04/2022,4:40:00,16.29
PBS,19/04/2022,4:50:00,16.26
PBS,19/04/2022,5:00:00,16.26
PBS,19/04/2022,5:10:00,16.19
PBS,19/04/2022,5:20:00,16.19
PBS,19/04/2022,5:30:00,16.17
PBS,19/04/2022,5:40:00,16.13
PBS,19/04/2022,5:50:00,16.13
PBS,19/04/2022,6:00:00,16.1
PBS,19/04/2022,6:10:00,16.05
PBS,19/04/2022,6:20:00,16.03
PBS,19/04/2022,6:30:00,16
PBS,19/04/2022,6:40:00,16
PBS,19/04/2022,6:50:00,15.97
PBS,19/04/2022,7:00:00,15.91
PBS,19/04/2022,7:10:00,15.9
PBS,19/04/2022,7:20:00,15.89
PBS,19/04/2022,7:30:00,15.89
PBS,19/04/2022,7:40:00,15.86
PBS,19/04/2022,7:50:00,15.82
PBS,19/04/2022,8:00:00,15.81
PBS,19/04/2022,8:10:00,16.14
PBS,19/04/2022,8:20:00,16.45
PBS,19/04/2022,8:30:00,16.72
PBS,19/04/2022,8:40:00,16.96
PBS,19/04/2022,8:50:00,17.1
PBS,19/04/2022,9:00:00,16.36
PBS,19/04/2022,9:10:00,14.2
PBS,19/04/2022,9:20:00,12.4
PBS,19/04/2022,9:30:00,9.36
PBS,19/04/2022,9:40:00,8.92
PBS,19/04/2022,9:50:00,8.87
PBS,19/04/2022,10:00:00,8.9
PBS,19/04/2022,10:10:00,8.91
PBS,19/04/2022,10:20:00,8.9
PBS,19/04/2022,10:30:00,8.87
PBS,19/04/2022,10:40:00,8.9
PBS,19/04/2022,10:50:00,8.94
PBS,19/04/2022,11:00:00,8.96
PBS,19/04/2022,11:10:00,8.91
PBS,19/04/2022,11:20:00,8.91
PBS,19/04/2022,11:30:00,8.94
PBS,19/04/2022,11:40:00,9.14
PBS,19/04/2022,11:50:00,9.11
PBS,19/04/2022,12:00:00,9.24
PBS,19/04/2022,12:10:00,9.3
PBS,19/04/2022,12:20:00,9.21
PBS,19/04/2022,12:30:00,9.17
PBS,19/04/2022,12:40:00,8.94
PBS,19/04/2022,12:50:00,8.91
PBS,19/04/2022,1:00:00,9.46
PBS,19/04/2022,1:10:00,9.74
PBS,19/04/2022,1:20:00,9.5
PBS,19/04/2022,1:30:00,9.45
PBS,19/04/2022,1:40:00,9.77
PBS,19/04/2022,1:50:00,9.56
PBS,19/04/2022,2:00:00,9.48
PBS,19/04/2022,2:10:00,9.45
PBS,19/04/2022,2:20:00,9.48
PBS,19/04/2022,2:30:00,9.45
PBS,19/04/2022,2:40:00,9.34
PBS,19/04/2022,2:50:00,9.37
PBS,19/04/2022,3:00:00,9.31
PBS,19/04/2022,3:10:00,9.3
PBS,19/04/2022,3:20:00,9.31
PBS,19/04/2022,3:30:00,9.46
PBS,19/04/2022,3:40:00,9.61
PBS,19/04/2022,3:50:00,9.6
PBS,19/04/2022,4:00:00,9.65
PBS,19/04/2022,4:10:00,9.66
PBS,19/04/2022,4:20:00,9.59
PBS,19/04/2022,4:30:00,9.56
PBS,19/04/2022,4:40:00,9.6
PBS,19/04/2022,4:50:00,9.6
PBS,19/04/2022,5:00:00,9.6
PBS,19/04/2022,5:10:00,9.53
PBS,19/04/2022,5:20:00,9.52
PBS,19/04/2022,5:30:00,9.52
PBS,19/04/2022,5:40:00,9.56
PBS,19/04/2022,5:50:00,9.41
PBS,19/04/2022,6:00:00,9.39
PBS,19/04/2022,6:10:00,9.34
PBS,19/04/2022,6:20:00,9.33
PBS,19/04/2022,6:30:00,9.31
PBS,19/04/2022,6:40:00,9.32
PBS,19/04/2022,6:50:00,9.3
PBS,19/04/2022,7:00:00,9.33
PBS,19/04/2022,7:10:00,9.4
PBS,19/04/2022,7:20:00,9.34
PBS,19/04/2022,7:30:00,9.34
PBS,19/04/2022,7:40:00,9.52
PBS,19/04/2022,7:50:00,9.39
PBS,19/04/2022,8:00:00,9.33
PBS,19/04/2022,8:10:00,9.31
PBS,19/04/2022,8:20:00,9.29
PBS,19/04/2022,8:30:00,9.18
PBS,19/04/2022,8:40:00,9.29
PBS,19/04/2022,8:50:00,9.16
PBS,19/04/2022,9:00:00,9.06
PBS,19/04/2022,9:10:00,9.45
PBS,19/04/2022,9:20:00,9.53
PBS,19/04/2022,9:30:00,9.62
PBS,19/04/2022,9:40:00,9.45
PBS,19/04/2022,9:50:00,9.18
PBS,19/04/2022,10:00:00,9.4
PBS,19/04/2022,10:10:00,9.44
PBS,19/04/2022,10:20:00,9.36
PBS,19/04/2022,10:30:00,9.38
PBS,19/04/2022,10:40:00,9.21
PBS,19/04/2022,10:50:00,9.03
PBS,19/04/2022,11:00:00,8.95
PBS,19/04/2022,11:10:00,8.95
PBS,19/04/2022,11:20:00,8.95
PBS,19/04/2022,11:30:00,8.86
PBS,19/04/2022,11:40:00,9.01
PBS,19/04/2022,11:50:00,9.18
PBS,20/04/2022,12:00:00,9.33
PBS,20/04/2022,12:10:00,9.27
PBS,20/04/2022,12:20:00,9.35
PBS,20/04/2022,12:30:00,9.29
PBS,20/04/2022,12:40:00,9.01
PBS,20/04/2022,12:50:00,9.32
PBS,20/04/2022,1:00:00,9.39
PBS,20/04/2022,1:10:00,9.41
PBS,20/04/2022,1:20:00,9.29
PBS,20/04/2022,1:30:00,9.24
PBS,20/04/2022,1:40:00,9.22
PBS,20/04/2022,1:50:00,9.21
PBS,20/04/2022,2:00:00,9.2
PBS,20/04/2022,2:10:00,9.2
PBS,20/04/2022,2:20:00,9.17
PBS,20/04/2022,2:30:00,9.2
