"Plot Title: 21291010_descanso"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21291010, SEN S/N: 21291010)","Stopped (LGR S/N: 21291010, SEN S/N: 21291010)","End Of File (LGR S/N: 21291010, SEN S/N: 21291010)"
1,08/01/22 07:20:00  PM,22.25,,
2,08/01/22 07:30:00  PM,22.28,,
3,08/01/22 07:40:00  PM,22.25,,
4,08/01/22 07:50:00  PM,22.26,,
5,08/01/22 08:00:00  PM,22.23,,
6,08/01/22 08:10:00  PM,22.20,,
7,08/01/22 08:20:00  PM,22.14,,
8,08/01/22 08:30:00  PM,22.11,,
9,08/01/22 08:40:00  PM,22.12,,
10,08/01/22 08:50:00  PM,22.07,,
11,08/01/22 09:00:00  PM,22.10,,
12,08/01/22 09:10:00  PM,22.12,,
13,08/01/22 09:20:00  PM,22.14,,
14,08/01/22 09:30:00  PM,22.14,,
15,08/01/22 09:40:00  PM,22.16,,
16,08/01/22 09:50:00  PM,22.05,,
17,08/01/22 10:00:00  PM,21.93,,
18,08/01/22 10:10:00  PM,21.90,,
19,08/01/22 10:20:00  PM,21.87,,
20,08/01/22 10:30:00  PM,21.82,,
21,08/01/22 10:40:00  PM,21.76,,
22,08/01/22 10:50:00  PM,21.79,,
23,08/01/22 11:00:00  PM,21.65,,
24,08/01/22 11:10:00  PM,21.61,,
25,08/01/22 11:20:00  PM,21.60,,
26,08/01/22 11:30:00  PM,21.57,,
27,08/01/22 11:40:00  PM,21.61,,
28,08/01/22 11:50:00  PM,21.43,,
29,08/02/22 12:00:00  AM,21.51,,
30,08/02/22 12:10:00  AM,21.51,,
31,08/02/22 12:20:00  AM,21.51,,
32,08/02/22 12:30:00  AM,21.51,,
33,08/02/22 12:40:00  AM,21.55,,
34,08/02/22 12:50:00  AM,21.52,,
35,08/02/22 01:00:00  AM,21.52,,
36,08/02/22 01:10:00  AM,21.54,,
37,08/02/22 01:20:00  AM,21.52,,
38,08/02/22 01:30:00  AM,21.53,,
39,08/02/22 01:40:00  AM,21.51,,
40,08/02/22 01:50:00  AM,21.52,,
41,08/02/22 02:00:00  AM,21.47,,
42,08/02/22 02:10:00  AM,21.45,,
43,08/02/22 02:20:00  AM,21.43,,
44,08/02/22 02:30:00  AM,21.45,,
45,08/02/22 02:40:00  AM,21.46,,
46,08/02/22 02:50:00  AM,21.46,,
47,08/02/22 03:00:00  AM,21.44,,
48,08/02/22 03:10:00  AM,21.42,,
49,08/02/22 03:20:00  AM,21.42,,
50,08/02/22 03:30:00  AM,21.40,,
51,08/02/22 03:40:00  AM,21.38,,
52,08/02/22 03:50:00  AM,21.36,,
53,08/02/22 04:00:00  AM,21.35,,
54,08/02/22 04:10:00  AM,21.35,,
55,08/02/22 04:20:00  AM,21.33,,
56,08/02/22 04:30:00  AM,21.34,,
57,08/02/22 04:40:00  AM,21.32,,
58,08/02/22 04:50:00  AM,21.32,,
59,08/02/22 05:00:00  AM,21.33,,
60,08/02/22 05:10:00  AM,21.31,,
61,08/02/22 05:20:00  AM,21.25,,
62,08/02/22 05:30:00  AM,21.28,,
63,08/02/22 05:40:00  AM,21.27,,
64,08/02/22 05:50:00  AM,21.23,,
65,08/02/22 06:00:00  AM,21.23,,
66,08/02/22 06:10:00  AM,21.07,,
67,08/02/22 06:20:00  AM,21.14,,
68,08/02/22 06:30:00  AM,21.15,,
69,08/02/22 06:40:00  AM,21.13,,
70,08/02/22 06:50:00  AM,21.15,,
71,08/02/22 07:00:00  AM,21.13,,
72,08/02/22 07:10:00  AM,21.15,,
73,08/02/22 07:20:00  AM,21.14,,
74,08/02/22 07:30:00  AM,21.11,,
75,08/02/22 07:40:00  AM,21.14,,
76,08/02/22 07:50:00  AM,21.14,,
77,08/02/22 08:00:00  AM,21.13,,
78,08/02/22 08:10:00  AM,21.13,,
79,08/02/22 08:20:00  AM,21.10,,
80,08/02/22 08:30:00  AM,21.09,,
81,08/02/22 08:40:00  AM,21.05,,
82,08/02/22 08:50:00  AM,21.09,,
83,08/02/22 09:00:00  AM,21.09,,
84,08/02/22 09:10:00  AM,21.11,,
85,08/02/22 09:20:00  AM,21.07,,
86,08/02/22 09:30:00  AM,21.20,,
87,08/02/22 09:40:00  AM,21.21,,
88,08/02/22 09:50:00  AM,21.14,,
89,08/02/22 10:00:00  AM,21.18,,
90,08/02/22 10:10:00  AM,21.17,,
91,08/02/22 10:20:00  AM,21.13,,
92,08/02/22 10:30:00  AM,21.08,,
93,08/02/22 10:40:00  AM,21.13,,
94,08/02/22 10:50:00  AM,21.18,,
95,08/02/22 11:00:00  AM,21.11,,
96,08/02/22 11:10:00  AM,21.27,,
97,08/02/22 11:20:00  AM,21.27,,
98,08/02/22 11:30:00  AM,21.19,,
99,08/02/22 11:40:00  AM,21.10,,
100,08/02/22 11:50:00  AM,21.14,,
101,08/02/22 12:00:00  PM,21.15,,
102,08/02/22 12:10:00  PM,21.02,,
103,08/02/22 12:20:00  PM,21.09,,
104,08/02/22 12:30:00  PM,21.21,,
105,08/02/22 12:40:00  PM,21.44,,
106,08/02/22 12:50:00  PM,21.35,,
107,08/02/22 01:00:00  PM,21.47,,
108,08/02/22 01:10:00  PM,21.44,,
109,08/02/22 01:20:00  PM,21.22,,
110,08/02/22 01:30:00  PM,21.35,,
111,08/02/22 01:40:00  PM,21.51,,
112,08/02/22 01:50:00  PM,21.44,,
113,08/02/22 02:00:00  PM,21.45,,
114,08/02/22 02:10:00  PM,21.45,,
115,08/02/22 02:20:00  PM,21.63,,
116,08/02/22 02:30:00  PM,21.65,,
117,08/02/22 02:40:00  PM,21.37,,
118,08/02/22 02:50:00  PM,21.42,,
119,08/02/22 03:00:00  PM,21.46,,
120,08/02/22 03:10:00  PM,21.53,,
121,08/02/22 03:20:00  PM,21.60,,
122,08/02/22 03:30:00  PM,21.59,,
123,08/02/22 03:40:00  PM,22.18,,
124,08/02/22 03:50:00  PM,22.12,,
125,08/02/22 04:00:00  PM,21.73,,
126,08/02/22 04:10:00  PM,22.08,,
127,08/02/22 04:20:00  PM,21.91,,
128,08/02/22 04:30:00  PM,21.91,,
129,08/02/22 04:40:00  PM,21.76,,
130,08/02/22 04:50:00  PM,22.08,,
131,08/02/22 05:00:00  PM,22.21,,
132,08/02/22 05:10:00  PM,22.04,,
133,08/02/22 05:20:00  PM,22.06,,
134,08/02/22 05:30:00  PM,21.90,,
135,08/02/22 05:40:00  PM,22.34,,
136,08/02/22 05:50:00  PM,22.39,,
137,08/02/22 06:00:00  PM,22.21,,
138,08/02/22 06:10:00  PM,22.35,,
139,08/02/22 06:20:00  PM,22.37,,
140,08/02/22 06:30:00  PM,22.36,,
141,08/02/22 06:40:00  PM,22.32,,
142,08/02/22 06:50:00  PM,22.29,,
143,08/02/22 07:00:00  PM,22.32,,
144,08/02/22 07:10:00  PM,22.34,,
145,08/02/22 07:20:00  PM,22.27,,
146,08/02/22 07:30:00  PM,22.28,,
147,08/02/22 07:40:00  PM,22.27,,
148,08/02/22 07:50:00  PM,22.23,,
149,08/02/22 08:00:00  PM,22.21,,
150,08/02/22 08:10:00  PM,22.23,,
151,08/02/22 08:20:00  PM,22.24,,
152,08/02/22 08:30:00  PM,22.20,,
153,08/02/22 08:40:00  PM,22.23,,
154,08/02/22 08:50:00  PM,22.21,,
155,08/02/22 09:00:00  PM,22.22,,
156,08/02/22 09:10:00  PM,22.19,,
157,08/02/22 09:20:00  PM,22.17,,
158,08/02/22 09:30:00  PM,22.17,,
159,08/02/22 09:40:00  PM,21.96,,
160,08/02/22 09:50:00  PM,22.07,,
161,08/02/22 10:00:00  PM,22.07,,
162,08/02/22 10:10:00  PM,22.02,,
163,08/02/22 10:20:00  PM,22.07,,
164,08/02/22 10:30:00  PM,22.12,,
165,08/02/22 10:40:00  PM,21.83,,
166,08/02/22 10:50:00  PM,21.95,,
167,08/02/22 11:00:00  PM,21.99,,
168,08/02/22 11:10:00  PM,21.99,,
169,08/02/22 11:20:00  PM,21.95,,
170,08/02/22 11:30:00  PM,21.91,,
171,08/02/22 11:40:00  PM,21.66,,
172,08/02/22 11:50:00  PM,21.80,,
173,08/03/22 12:00:00  AM,21.77,,
174,08/03/22 12:10:00  AM,21.78,,
175,08/03/22 12:20:00  AM,21.72,,
176,08/03/22 12:30:00  AM,21.65,,
177,08/03/22 12:40:00  AM,21.51,,
178,08/03/22 12:50:00  AM,21.57,,
179,08/03/22 01:00:00  AM,21.51,,
180,08/03/22 01:10:00  AM,21.46,,
181,08/03/22 01:20:00  AM,21.28,,
182,08/03/22 01:30:00  AM,21.14,,
183,08/03/22 01:40:00  AM,21.11,,
184,08/03/22 01:50:00  AM,20.98,,
185,08/03/22 02:00:00  AM,20.81,,
186,08/03/22 02:10:00  AM,20.62,,
187,08/03/22 02:20:00  AM,20.44,,
188,08/03/22 02:30:00  AM,20.32,,
189,08/03/22 02:40:00  AM,20.30,,
190,08/03/22 02:50:00  AM,20.29,,
191,08/03/22 03:00:00  AM,20.20,,
192,08/03/22 03:10:00  AM,20.14,,
193,08/03/22 03:20:00  AM,20.18,,
194,08/03/22 03:30:00  AM,20.11,,
195,08/03/22 03:40:00  AM,20.61,,
196,08/03/22 03:50:00  AM,20.76,,
197,08/03/22 04:00:00  AM,20.78,,
198,08/03/22 04:10:00  AM,20.79,,
199,08/03/22 04:20:00  AM,20.77,,
200,08/03/22 04:30:00  AM,20.77,,
201,08/03/22 04:40:00  AM,20.79,,
202,08/03/22 04:50:00  AM,20.83,,
203,08/03/22 05:00:00  AM,20.84,,
204,08/03/22 05:10:00  AM,20.84,,
205,08/03/22 05:20:00  AM,20.83,,
206,08/03/22 05:30:00  AM,20.78,,
207,08/03/22 05:40:00  AM,20.83,,
208,08/03/22 05:50:00  AM,20.87,,
209,08/03/22 06:00:00  AM,21.03,,
210,08/03/22 06:10:00  AM,20.98,,
211,08/03/22 06:20:00  AM,21.05,,
212,08/03/22 06:30:00  AM,21.05,,
213,08/03/22 06:40:00  AM,21.04,,
214,08/03/22 06:50:00  AM,21.01,,
215,08/03/22 07:00:00  AM,20.98,,
216,08/03/22 07:10:00  AM,20.98,,
217,08/03/22 07:20:00  AM,20.94,,
218,08/03/22 07:30:00  AM,21.00,,
219,08/03/22 07:40:00  AM,20.99,,
220,08/03/22 07:50:00  AM,21.01,,
221,08/03/22 08:00:00  AM,20.94,,
222,08/03/22 08:10:00  AM,20.94,,
223,08/03/22 08:20:00  AM,20.96,,
224,08/03/22 08:30:00  AM,20.98,,
225,08/03/22 08:40:00  AM,20.85,,
226,08/03/22 08:50:00  AM,21.09,,
227,08/03/22 09:00:00  AM,21.00,,
228,08/03/22 09:10:00  AM,21.08,,
229,08/03/22 09:20:00  AM,21.25,,
230,08/03/22 09:30:00  AM,21.22,,
231,08/03/22 09:40:00  AM,21.24,,
232,08/03/22 09:50:00  AM,21.04,,
233,08/03/22 10:00:00  AM,21.28,,
234,08/03/22 10:10:00  AM,21.16,,
235,08/03/22 10:20:00  AM,20.96,,
236,08/03/22 10:30:00  AM,21.00,,
237,08/03/22 10:40:00  AM,21.08,,
238,08/03/22 10:50:00  AM,20.85,,
239,08/03/22 11:00:00  AM,20.78,,
240,08/03/22 11:10:00  AM,21.10,,
241,08/03/22 11:20:00  AM,20.83,,
242,08/03/22 11:30:00  AM,20.29,,
243,08/03/22 11:40:00  AM,20.45,,
244,08/03/22 11:50:00  AM,20.60,,
245,08/03/22 12:00:00  PM,20.77,,
246,08/03/22 12:10:00  PM,20.44,,
247,08/03/22 12:20:00  PM,20.10,,
248,08/03/22 12:30:00  PM,19.86,,
249,08/03/22 12:40:00  PM,20.26,,
250,08/03/22 12:50:00  PM,20.21,,
251,08/03/22 01:00:00  PM,20.05,,
252,08/03/22 01:10:00  PM,19.79,,
253,08/03/22 01:20:00  PM,19.56,,
254,08/03/22 01:30:00  PM,19.23,,
255,08/03/22 01:40:00  PM,19.72,,
256,08/03/22 01:50:00  PM,20.07,,
257,08/03/22 02:00:00  PM,19.58,,
258,08/03/22 02:10:00  PM,19.15,,
259,08/03/22 02:20:00  PM,19.62,,
260,08/03/22 02:30:00  PM,19.42,,
261,08/03/22 02:40:00  PM,19.01,,
262,08/03/22 02:50:00  PM,19.26,,
