"Plot Title: 21234298_quadra"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 21234298, SEN S/N: 21234298)","Stopped (LGR S/N: 21234298, SEN S/N: 21234298)","End Of File (LGR S/N: 21234298, SEN S/N: 21234298)"
151,04/16/22 01:00:00  PM,48.69,,
152,04/16/22 01:10:00  PM,48.71,,
153,04/16/22 01:20:00  PM,48.73,,
154,04/16/22 01:30:00  PM,48.81,,
155,04/16/22 01:40:00  PM,48.66,,
156,04/16/22 01:50:00  PM,48.73,,
157,04/16/22 02:00:00  PM,48.93,,
158,04/16/22 02:10:00  PM,48.96,,
159,04/16/22 02:20:00  PM,49.35,,
160,04/16/22 02:30:00  PM,49.29,,
161,04/16/22 02:40:00  PM,49.45,,
162,04/16/22 02:50:00  PM,49.47,,
163,04/16/22 03:00:00  PM,49.64,,
164,04/16/22 03:10:00  PM,49.76,,
165,04/16/22 03:20:00  PM,49.33,,
166,04/16/22 03:30:00  PM,49.35,,
167,04/16/22 03:40:00  PM,49.33,,
168,04/16/22 03:50:00  PM,49.31,,
169,04/16/22 04:00:00  PM,49.35,,
170,04/16/22 04:10:00  PM,49.47,,
171,04/16/22 04:20:00  PM,49.54,,
172,04/16/22 04:30:00  PM,49.72,,
173,04/16/22 04:40:00  PM,49.74,,
174,04/16/22 04:50:00  PM,49.76,,
175,04/16/22 05:00:00  PM,49.93,,
176,04/16/22 05:10:00  PM,50.01,,
177,04/16/22 05:20:00  PM,49.91,,
178,04/16/22 05:30:00  PM,50.28,,
179,04/16/22 05:40:00  PM,51.05,,
180,04/16/22 05:50:00  PM,50.14,,
181,04/16/22 06:00:00  PM,51.74,,
182,04/16/22 06:10:00  PM,51.78,,
183,04/16/22 06:20:00  PM,50.22,,
184,04/16/22 06:30:00  PM,49.87,,
185,04/16/22 06:40:00  PM,49.93,,
186,04/16/22 06:50:00  PM,49.60,,
187,04/16/22 07:00:00  PM,49.64,,
188,04/16/22 07:10:00  PM,49.58,,
189,04/16/22 07:20:00  PM,49.49,,
190,04/16/22 07:30:00  PM,49.41,,
191,04/16/22 07:40:00  PM,49.39,,
192,04/16/22 07:50:00  PM,49.25,,
193,04/16/22 08:00:00  PM,49.14,,
194,04/16/22 08:10:00  PM,49.12,,
195,04/16/22 08:20:00  PM,49.02,,
196,04/16/22 08:30:00  PM,49.02,,
197,04/16/22 08:40:00  PM,48.96,,
198,04/16/22 08:50:00  PM,48.94,,
199,04/16/22 09:00:00  PM,48.93,,
200,04/16/22 09:10:00  PM,48.93,,
201,04/16/22 09:20:00  PM,48.93,,
202,04/16/22 09:30:00  PM,48.87,,
203,04/16/22 09:40:00  PM,48.83,,
204,04/16/22 09:50:00  PM,48.75,,
205,04/16/22 10:00:00  PM,48.81,,
206,04/16/22 10:10:00  PM,48.81,,
207,04/16/22 10:20:00  PM,48.81,,
208,04/16/22 10:30:00  PM,48.81,,
209,04/16/22 10:40:00  PM,48.81,,
210,04/16/22 10:50:00  PM,48.73,,
211,04/16/22 11:00:00  PM,48.62,,
212,04/16/22 11:10:00  PM,48.69,,
213,04/16/22 11:20:00  PM,48.60,,
214,04/16/22 11:30:00  PM,48.44,,
215,04/16/22 11:40:00  PM,48.39,,
216,04/16/22 11:50:00  PM,48.37,,
217,04/17/22 12:00:00  AM,48.42,,
218,04/17/22 12:10:00  AM,48.39,,
219,04/17/22 12:20:00  AM,48.37,,
220,04/17/22 12:30:00  AM,48.37,,
221,04/17/22 12:40:00  AM,48.37,,
222,04/17/22 12:50:00  AM,48.33,,
223,04/17/22 01:00:00  AM,48.31,,
224,04/17/22 01:10:00  AM,48.29,,
225,04/17/22 01:20:00  AM,48.19,,
226,04/17/22 01:30:00  AM,48.25,,
227,04/17/22 01:40:00  AM,48.21,,
228,04/17/22 01:50:00  AM,48.15,,
229,04/17/22 02:00:00  AM,48.33,,
230,04/17/22 02:10:00  AM,48.67,,
231,04/17/22 02:20:00  AM,48.69,,
232,04/17/22 02:30:00  AM,48.73,,
233,04/17/22 02:40:00  AM,48.73,,
234,04/17/22 02:50:00  AM,48.73,,
235,04/17/22 03:00:00  AM,48.77,,
236,04/17/22 03:10:00  AM,48.73,,
237,04/17/22 03:20:00  AM,48.73,,
238,04/17/22 03:30:00  AM,48.71,,
239,04/17/22 03:40:00  AM,48.71,,
240,04/17/22 03:50:00  AM,48.60,,
241,04/17/22 04:00:00  AM,48.58,,
242,04/17/22 04:10:00  AM,48.56,,
243,04/17/22 04:20:00  AM,48.50,,
244,04/17/22 04:30:00  AM,48.48,,
245,04/17/22 04:40:00  AM,48.33,,
246,04/17/22 04:50:00  AM,48.33,,
247,04/17/22 05:00:00  AM,48.35,,
248,04/17/22 05:10:00  AM,48.33,,
249,04/17/22 05:20:00  AM,48.29,,
250,04/17/22 05:30:00  AM,48.31,,
251,04/17/22 05:40:00  AM,48.39,,
252,04/17/22 05:50:00  AM,48.42,,
253,04/17/22 06:00:00  AM,48.33,,
254,04/17/22 06:10:00  AM,48.35,,
255,04/17/22 06:20:00  AM,48.33,,
256,04/17/22 06:30:00  AM,48.52,,
257,04/17/22 06:40:00  AM,48.56,,
258,04/17/22 06:50:00  AM,48.56,,
259,04/17/22 07:00:00  AM,48.56,,
260,04/17/22 07:10:00  AM,48.48,,
261,04/17/22 07:20:00  AM,48.48,,
262,04/17/22 07:30:00  AM,48.46,,
263,04/17/22 07:40:00  AM,48.48,,
264,04/17/22 07:50:00  AM,48.40,,
265,04/17/22 08:00:00  AM,48.40,,
266,04/17/22 08:10:00  AM,48.37,,
267,04/17/22 08:20:00  AM,48.37,,
268,04/17/22 08:30:00  AM,48.33,,
269,04/17/22 08:40:00  AM,48.33,,
270,04/17/22 08:50:00  AM,48.27,,
271,04/17/22 09:00:00  AM,48.15,,
272,04/17/22 09:10:00  AM,48.13,,
273,04/17/22 09:20:00  AM,48.17,,
274,04/17/22 09:30:00  AM,48.17,,
275,04/17/22 09:40:00  AM,48.23,,
276,04/17/22 09:50:00  AM,48.27,,
277,04/17/22 10:00:00  AM,48.39,,
278,04/17/22 10:10:00  AM,48.40,,
279,04/17/22 10:20:00  AM,48.44,,
280,04/17/22 10:30:00  AM,48.44,,
281,04/17/22 10:40:00  AM,48.44,,
282,04/17/22 10:50:00  AM,48.54,,
283,04/17/22 11:00:00  AM,48.48,,
284,04/17/22 11:10:00  AM,48.50,,
285,04/17/22 11:20:00  AM,48.56,,
286,04/17/22 11:30:00  AM,48.60,,
287,04/17/22 11:40:00  AM,48.66,,
288,04/17/22 11:50:00  AM,48.77,,
289,04/17/22 12:00:00  PM,48.87,,
290,04/17/22 12:10:00  PM,48.93,,
291,04/17/22 12:20:00  PM,48.96,,
292,04/17/22 12:30:00  PM,48.98,,
293,04/17/22 12:40:00  PM,49.00,,
294,04/17/22 12:50:00  PM,49.14,,
295,04/17/22 01:00:00  PM,49.08,,
296,04/17/22 01:10:00  PM,49.22,,
297,04/17/22 01:20:00  PM,49.29,,
298,04/17/22 01:30:00  PM,49.31,,
299,04/17/22 01:40:00  PM,49.37,,
300,04/17/22 01:50:00  PM,49.45,,
301,04/17/22 02:00:00  PM,49.43,,
302,04/17/22 02:10:00  PM,49.47,,
303,04/17/22 02:20:00  PM,49.47,,
304,04/17/22 02:30:00  PM,49.49,,
305,04/17/22 02:40:00  PM,49.58,,
306,04/17/22 02:50:00  PM,49.62,,
307,04/17/22 03:00:00  PM,49.64,,
308,04/17/22 03:10:00  PM,49.72,,
309,04/17/22 03:20:00  PM,49.68,,
310,04/17/22 03:30:00  PM,49.76,,
311,04/17/22 03:40:00  PM,49.76,,
312,04/17/22 03:50:00  PM,49.72,,
313,04/17/22 04:00:00  PM,49.72,,
314,04/17/22 04:10:00  PM,49.66,,
315,04/17/22 04:20:00  PM,49.62,,
316,04/17/22 04:30:00  PM,49.93,,
317,04/17/22 04:40:00  PM,49.76,,
318,04/17/22 04:50:00  PM,49.70,,
319,04/17/22 05:00:00  PM,49.68,,
320,04/17/22 05:10:00  PM,49.64,,
321,04/17/22 05:20:00  PM,49.62,,
322,04/17/22 05:30:00  PM,49.64,,
323,04/17/22 05:40:00  PM,49.79,,
324,04/17/22 05:50:00  PM,49.54,,
325,04/17/22 06:00:00  PM,49.64,,
326,04/17/22 06:10:00  PM,49.50,,
327,04/17/22 06:20:00  PM,49.31,,
328,04/17/22 06:30:00  PM,49.14,,
329,04/17/22 06:40:00  PM,49.39,,
330,04/17/22 06:50:00  PM,49.22,,
331,04/17/22 07:00:00  PM,49.12,,
332,04/17/22 07:10:00  PM,49.37,,
333,04/17/22 07:20:00  PM,49.12,,
334,04/17/22 07:30:00  PM,49.10,,
335,04/17/22 07:40:00  PM,49.04,,
336,04/17/22 07:50:00  PM,49.04,,
337,04/17/22 08:00:00  PM,49.04,,
338,04/17/22 08:10:00  PM,49.08,,
339,04/17/22 08:20:00  PM,49.08,,
340,04/17/22 08:30:00  PM,49.06,,
341,04/17/22 08:40:00  PM,49.12,,
342,04/17/22 08:50:00  PM,49.06,,
343,04/17/22 09:00:00  PM,49.08,,
344,04/17/22 09:10:00  PM,49.02,,
345,04/17/22 09:20:00  PM,49.08,,
346,04/17/22 09:30:00  PM,49.06,,
347,04/17/22 09:40:00  PM,49.00,,
348,04/17/22 09:50:00  PM,49.04,,
349,04/17/22 10:00:00  PM,48.96,,
350,04/17/22 10:10:00  PM,48.93,,
351,04/17/22 10:20:00  PM,48.83,,
352,04/17/22 10:30:00  PM,48.87,,
353,04/17/22 10:40:00  PM,48.81,,
354,04/17/22 10:50:00  PM,48.87,,
355,04/17/22 11:00:00  PM,48.81,,
356,04/17/22 11:10:00  PM,48.83,,
357,04/17/22 11:20:00  PM,48.83,,
358,04/17/22 11:30:00  PM,48.81,,
359,04/17/22 11:40:00  PM,48.79,,
360,04/17/22 11:50:00  PM,48.79,,
361,04/18/22 12:00:00  AM,48.69,,
362,04/18/22 12:10:00  AM,48.67,,
363,04/18/22 12:20:00  AM,48.67,,
364,04/18/22 12:30:00  AM,48.67,,
365,04/18/22 12:40:00  AM,48.64,,
366,04/18/22 12:50:00  AM,48.60,,
367,04/18/22 01:00:00  AM,48.67,,
368,04/18/22 01:10:00  AM,48.56,,
369,04/18/22 01:20:00  AM,48.62,,
370,04/18/22 01:30:00  AM,48.60,,
371,04/18/22 01:40:00  AM,48.58,,
372,04/18/22 01:50:00  AM,48.60,,
373,04/18/22 02:00:00  AM,48.54,,
374,04/18/22 02:10:00  AM,48.54,,
375,04/18/22 02:20:00  AM,48.50,,
376,04/18/22 02:30:00  AM,48.50,,
377,04/18/22 02:40:00  AM,48.50,,
378,04/18/22 02:50:00  AM,48.44,,
379,04/18/22 03:00:00  AM,48.44,,
380,04/18/22 03:10:00  AM,48.39,,
381,04/18/22 03:20:00  AM,48.46,,
382,04/18/22 03:30:00  AM,48.42,,
383,04/18/22 03:40:00  AM,48.40,,
384,04/18/22 03:50:00  AM,48.39,,
385,04/18/22 04:00:00  AM,48.33,,
386,04/18/22 04:10:00  AM,48.33,,
387,04/18/22 04:20:00  AM,48.33,,
388,04/18/22 04:30:00  AM,48.25,,
389,04/18/22 04:40:00  AM,48.33,,
390,04/18/22 04:50:00  AM,48.25,,
391,04/18/22 05:00:00  AM,48.27,,
392,04/18/22 05:10:00  AM,48.25,,
393,04/18/22 05:20:00  AM,48.25,,
394,04/18/22 05:30:00  AM,48.23,,
395,04/18/22 05:40:00  AM,48.19,,
396,04/18/22 05:50:00  AM,48.21,,
397,04/18/22 06:00:00  AM,48.17,,
398,04/18/22 06:10:00  AM,48.19,,
399,04/18/22 06:20:00  AM,48.23,,
400,04/18/22 06:30:00  AM,48.17,,
401,04/18/22 06:40:00  AM,48.15,,
402,04/18/22 06:50:00  AM,48.11,,
403,04/18/22 07:00:00  AM,48.06,,
404,04/18/22 07:10:00  AM,48.04,,
405,04/18/22 07:20:00  AM,48.02,,
406,04/18/22 07:30:00  AM,48.02,,
407,04/18/22 07:40:00  AM,47.98,,
408,04/18/22 07:50:00  AM,48.08,,
409,04/18/22 08:00:00  AM,48.02,,
410,04/18/22 08:10:00  AM,48.00,,
411,04/18/22 08:20:00  AM,48.02,,
412,04/18/22 08:30:00  AM,47.98,,
413,04/18/22 08:40:00  AM,47.94,,
414,04/18/22 08:50:00  AM,47.92,,
415,04/18/22 09:00:00  AM,47.96,,
416,04/18/22 09:10:00  AM,47.92,,
417,04/18/22 09:20:00  AM,47.88,,
418,04/18/22 09:30:00  AM,47.84,,
419,04/18/22 09:40:00  AM,47.84,,
420,04/18/22 09:50:00  AM,47.83,,
421,04/18/22 10:00:00  AM,47.77,,
422,04/18/22 10:10:00  AM,47.81,,
423,04/18/22 10:20:00  AM,47.81,,
424,04/18/22 10:30:00  AM,47.86,,
425,04/18/22 10:40:00  AM,47.83,,
426,04/18/22 10:50:00  AM,47.83,,
427,04/18/22 11:00:00  AM,47.84,,
428,04/18/22 11:10:00  AM,47.79,,
429,04/18/22 11:20:00  AM,47.83,,
430,04/18/22 11:30:00  AM,47.86,,
431,04/18/22 11:40:00  AM,47.83,,
432,04/18/22 11:50:00  AM,47.86,,
433,04/18/22 12:00:00  PM,47.84,,
434,04/18/22 12:10:00  PM,47.81,,
435,04/18/22 12:20:00  PM,47.79,,
436,04/18/22 12:30:00  PM,47.81,,
437,04/18/22 12:40:00  PM,47.81,,
438,04/18/22 12:50:00  PM,47.79,,
439,04/18/22 01:00:00  PM,47.77,,
440,04/18/22 01:10:00  PM,47.77,,
441,04/18/22 01:20:00  PM,47.81,,
442,04/18/22 01:30:00  PM,47.79,,
443,04/18/22 01:40:00  PM,47.79,,
444,04/18/22 01:50:00  PM,47.83,,
445,04/18/22 02:00:00  PM,47.79,,
446,04/18/22 02:10:00  PM,47.81,,
447,04/18/22 02:20:00  PM,47.83,,
448,04/18/22 02:30:00  PM,47.84,,
449,04/18/22 02:40:00  PM,47.84,,
450,04/18/22 02:50:00  PM,47.88,,
451,04/18/22 03:00:00  PM,47.90,,
452,04/18/22 03:10:00  PM,47.86,,
453,04/18/22 03:20:00  PM,47.88,,
454,04/18/22 03:30:00  PM,47.90,,
455,04/18/22 03:40:00  PM,47.90,,
456,04/18/22 03:50:00  PM,47.92,,
457,04/18/22 04:00:00  PM,47.94,,
458,04/18/22 04:10:00  PM,48.00,,
459,04/18/22 04:20:00  PM,48.02,,
460,04/18/22 04:30:00  PM,47.98,,
461,04/18/22 04:40:00  PM,47.94,,
462,04/18/22 04:50:00  PM,48.00,,
463,04/18/22 05:00:00  PM,47.94,,
464,04/18/22 05:10:00  PM,47.96,,
465,04/18/22 05:20:00  PM,47.96,,
466,04/18/22 05:30:00  PM,47.92,,
467,04/18/22 05:40:00  PM,47.96,,
468,04/18/22 05:50:00  PM,47.96,,
469,04/18/22 06:00:00  PM,48.00,,
470,04/18/22 06:10:00  PM,47.98,,
471,04/18/22 06:20:00  PM,47.94,,
472,04/18/22 06:30:00  PM,47.71,,
473,04/18/22 06:40:00  PM,47.61,,
474,04/18/22 06:50:00  PM,47.46,,
475,04/18/22 07:00:00  PM,47.50,,
476,04/18/22 07:10:00  PM,47.40,,
477,04/18/22 07:20:00  PM,47.48,,
478,04/18/22 07:30:00  PM,47.59,,
479,04/18/22 07:40:00  PM,47.57,,
480,04/18/22 07:50:00  PM,47.77,,
481,04/18/22 08:00:00  PM,47.79,,
482,04/18/22 08:10:00  PM,47.83,,
483,04/18/22 08:20:00  PM,47.92,,
484,04/18/22 08:30:00  PM,47.92,,
485,04/18/22 08:40:00  PM,47.94,,
486,04/18/22 08:50:00  PM,47.94,,
487,04/18/22 09:00:00  PM,47.96,,
488,04/18/22 09:10:00  PM,47.98,,
489,04/18/22 09:20:00  PM,47.94,,
490,04/18/22 09:30:00  PM,47.96,,
491,04/18/22 09:40:00  PM,47.90,,
492,04/18/22 09:50:00  PM,47.86,,
493,04/18/22 10:00:00  PM,47.92,,
494,04/18/22 10:10:00  PM,47.86,,
495,04/18/22 10:20:00  PM,47.88,,
496,04/18/22 10:30:00  PM,47.79,,
497,04/18/22 10:40:00  PM,47.88,,
498,04/18/22 10:50:00  PM,47.92,,
499,04/18/22 11:00:00  PM,47.92,,
500,04/18/22 11:10:00  PM,47.96,,
501,04/18/22 11:20:00  PM,47.98,,
502,04/18/22 11:30:00  PM,47.94,,
503,04/18/22 11:40:00  PM,47.94,,
504,04/18/22 11:50:00  PM,47.96,,
505,04/19/22 12:00:00  AM,48.02,,
506,04/19/22 12:10:00  AM,47.96,,
507,04/19/22 12:20:00  AM,47.98,,
508,04/19/22 12:30:00  AM,47.92,,
509,04/19/22 12:40:00  AM,47.90,,
510,04/19/22 12:50:00  AM,47.92,,
511,04/19/22 01:00:00  AM,47.88,,
512,04/19/22 01:10:00  AM,47.84,,
513,04/19/22 01:20:00  AM,47.84,,
514,04/19/22 01:30:00  AM,47.84,,
515,04/19/22 01:40:00  AM,47.92,,
516,04/19/22 01:50:00  AM,47.90,,
517,04/19/22 02:00:00  AM,47.88,,
518,04/19/22 02:10:00  AM,47.90,,
519,04/19/22 02:20:00  AM,48.02,,
520,04/19/22 02:30:00  AM,47.71,,
521,04/19/22 02:40:00  AM,47.13,,
522,04/19/22 02:50:00  AM,47.11,,
523,04/19/22 03:00:00  AM,47.63,,
524,04/19/22 03:10:00  AM,47.81,,
525,04/19/22 03:20:00  AM,47.71,,
526,04/19/22 03:30:00  AM,47.79,,
527,04/19/22 03:40:00  AM,47.71,,
528,04/19/22 03:50:00  AM,47.57,,
529,04/19/22 04:00:00  AM,47.65,,
530,04/19/22 04:10:00  AM,47.75,,
531,04/19/22 04:20:00  AM,47.84,,
532,04/19/22 04:30:00  AM,47.86,,
533,04/19/22 04:40:00  AM,47.83,,
534,04/19/22 04:50:00  AM,47.86,,
535,04/19/22 05:00:00  AM,47.84,,
536,04/19/22 05:10:00  AM,47.92,,
537,04/19/22 05:20:00  AM,47.90,,
538,04/19/22 05:30:00  AM,48.00,,
539,04/19/22 05:40:00  AM,47.96,,
540,04/19/22 05:50:00  AM,48.00,,
541,04/19/22 06:00:00  AM,48.02,,
542,04/19/22 06:10:00  AM,48.00,,
543,04/19/22 06:20:00  AM,47.98,,
544,04/19/22 06:30:00  AM,47.94,,
545,04/19/22 06:40:00  AM,47.94,,
546,04/19/22 06:50:00  AM,47.84,,
547,04/19/22 07:00:00  AM,47.77,,
548,04/19/22 07:10:00  AM,47.77,,
549,04/19/22 07:20:00  AM,47.77,,
550,04/19/22 07:30:00  AM,47.84,,
551,04/19/22 07:40:00  AM,47.96,,
552,04/19/22 07:50:00  AM,48.06,,
553,04/19/22 08:00:00  AM,48.11,,
554,04/19/22 08:10:00  AM,48.10,,
555,04/19/22 08:20:00  AM,48.08,,
556,04/19/22 08:30:00  AM,48.10,,
557,04/19/22 08:40:00  AM,48.15,,
558,04/19/22 08:50:00  AM,48.15,,
559,04/19/22 09:00:00  AM,48.13,,
560,04/19/22 09:10:00  AM,48.11,,
561,04/19/22 09:20:00  AM,48.06,,
562,04/19/22 09:30:00  AM,48.02,,
563,04/19/22 09:40:00  AM,48.08,,
564,04/19/22 09:50:00  AM,47.94,,
565,04/19/22 10:00:00  AM,48.02,,
566,04/19/22 10:10:00  AM,48.13,,
567,04/19/22 10:20:00  AM,48.17,,
568,04/19/22 10:30:00  AM,48.13,,
569,04/19/22 10:40:00  AM,48.19,,
570,04/19/22 10:50:00  AM,47.69,,
571,04/19/22 11:00:00  AM,47.69,,
572,04/19/22 11:10:00  AM,47.84,,
573,04/19/22 11:20:00  AM,48.08,,
574,04/19/22 11:30:00  AM,48.17,,
575,04/19/22 11:40:00  AM,48.25,,
576,04/19/22 11:50:00  AM,48.39,,
577,04/19/22 12:00:00  PM,48.27,,
578,04/19/22 12:10:00  PM,48.27,,
579,04/19/22 12:20:00  PM,48.31,,
580,04/19/22 12:30:00  PM,48.39,,
581,04/19/22 12:40:00  PM,48.35,,
582,04/19/22 12:50:00  PM,48.42,,
583,04/19/22 01:00:00  PM,48.58,,
584,04/19/22 01:10:00  PM,48.56,,
585,04/19/22 01:20:00  PM,48.58,,
586,04/19/22 01:30:00  PM,48.44,,
587,04/19/22 01:40:00  PM,48.27,,
588,04/19/22 01:50:00  PM,48.06,,
589,04/19/22 02:00:00  PM,48.21,,
590,04/19/22 02:10:00  PM,48.29,,
591,04/19/22 02:20:00  PM,48.27,,
592,04/19/22 02:30:00  PM,48.33,,
593,04/19/22 02:40:00  PM,48.42,,
594,04/19/22 02:50:00  PM,48.40,,
595,04/19/22 03:00:00  PM,48.40,,
596,04/19/22 03:10:00  PM,48.44,,
597,04/19/22 03:20:00  PM,48.50,,
