"Plot Title: 21234331_Horseshoe"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21234331)","Stopped (LGR S/N: 21234331)","End Of File (LGR S/N: 21234331)"
1,23/04/15 12:00:00,9.25,,
2,23/04/15 12:10:00,9.20,,
3,23/04/15 12:20:00,9.22,,
4,23/04/15 12:30:00,9.22,,
5,23/04/15 12:40:00,9.25,,
6,23/04/15 12:50:00,9.24,,
7,23/04/15 13:00:00,9.23,,
8,23/04/15 13:10:00,9.20,,
9,23/04/15 13:20:00,9.23,,
10,23/04/15 13:30:00,9.22,,
11,23/04/15 13:40:00,9.23,,
12,23/04/15 13:50:00,9.20,,
13,23/04/15 14:00:00,9.18,,
14,23/04/15 14:10:00,9.16,,
15,23/04/15 14:20:00,9.19,,
16,23/04/15 14:30:00,9.18,,
17,23/04/15 14:40:00,9.19,,
18,23/04/15 14:50:00,9.20,,
19,23/04/15 15:00:00,9.17,,
20,23/04/15 15:10:00,9.21,,
21,23/04/15 15:20:00,9.22,,
22,23/04/15 15:30:00,9.24,,
23,23/04/15 15:40:00,9.25,,
24,23/04/15 15:50:00,9.21,,
25,23/04/15 16:00:00,9.21,,
26,23/04/15 16:10:00,9.19,,
27,23/04/15 16:20:00,9.18,,
28,23/04/15 16:30:00,9.17,,
29,23/04/15 16:40:00,9.16,,
30,23/04/15 16:50:00,9.14,,
31,23/04/15 17:00:00,9.09,,
32,23/04/15 17:10:00,9.10,,
33,23/04/15 17:20:00,9.11,,
34,23/04/15 17:30:00,9.08,,
35,23/04/15 17:40:00,9.12,,
36,23/04/15 17:50:00,9.15,,
37,23/04/15 18:00:00,9.14,,
38,23/04/15 18:10:00,9.14,,
39,23/04/15 18:20:00,9.20,,
40,23/04/15 18:30:00,9.20,,
41,23/04/15 18:40:00,9.19,,
42,23/04/15 18:50:00,9.11,,
43,23/04/15 19:00:00,9.11,,
44,23/04/15 19:10:00,9.12,,
45,23/04/15 19:20:00,9.11,,
46,23/04/15 19:30:00,9.10,,
47,23/04/15 19:40:00,9.10,,
48,23/04/15 19:50:00,9.08,,
49,23/04/15 20:00:00,9.06,,
50,23/04/15 20:10:00,9.07,,
51,23/04/15 20:20:00,9.07,,
52,23/04/15 20:30:00,9.05,,
53,23/04/15 20:40:00,9.04,,
54,23/04/15 20:50:00,9.04,,
55,23/04/15 21:00:00,9.05,,
56,23/04/15 21:10:00,9.05,,
57,23/04/15 21:20:00,9.05,,
58,23/04/15 21:30:00,9.05,,
59,23/04/15 21:40:00,9.08,,
60,23/04/15 21:50:00,9.12,,
61,23/04/15 22:00:00,9.08,,
62,23/04/15 22:10:00,9.07,,
63,23/04/15 22:20:00,9.07,,
64,23/04/15 22:30:00,9.08,,
65,23/04/15 22:40:00,9.07,,
66,23/04/15 22:50:00,9.07,,
67,23/04/15 23:00:00,9.08,,
68,23/04/15 23:10:00,9.09,,
69,23/04/15 23:20:00,9.06,,
70,23/04/15 23:30:00,9.07,,
71,23/04/15 23:40:00,9.07,,
72,23/04/15 23:50:00,9.07,,
73,23/04/16 00:00:00,9.05,,
74,23/04/16 00:10:00,9.10,,
75,23/04/16 00:20:00,9.16,,
76,23/04/16 00:30:00,9.20,,
77,23/04/16 00:40:00,9.22,,
78,23/04/16 00:50:00,9.24,,
