"Plot Title: 21291013_hopebay"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21291013)","Stopped (LGR S/N: 21291013)","End Of File (LGR S/N: 21291013)"
1,23/04/15 12:00:00,8.35,,
2,23/04/15 12:10:00,8.34,,
3,23/04/15 12:20:00,8.32,,
4,23/04/15 12:30:00,8.34,,
5,23/04/15 12:40:00,8.35,,
6,23/04/15 12:50:00,8.35,,
7,23/04/15 13:00:00,8.36,,
8,23/04/15 13:10:00,8.36,,
9,23/04/15 13:20:00,8.36,,
10,23/04/15 13:30:00,8.36,,
11,23/04/15 13:40:00,8.41,,
12,23/04/15 13:50:00,8.37,,
13,23/04/15 14:00:00,8.39,,
14,23/04/15 14:10:00,8.39,,
15,23/04/15 14:20:00,8.39,,
16,23/04/15 14:30:00,8.39,,
17,23/04/15 14:40:00,8.42,,
18,23/04/15 14:50:00,8.45,,
19,23/04/15 15:00:00,8.46,,
20,23/04/15 15:10:00,8.46,,
21,23/04/15 15:20:00,8.45,,
22,23/04/15 15:30:00,8.47,,
23,23/04/15 15:40:00,8.45,,
24,23/04/15 15:50:00,8.53,,
25,23/04/15 16:00:00,8.66,,
26,23/04/15 16:10:00,8.66,,
27,23/04/15 16:20:00,8.29,,
28,23/04/15 16:30:00,8.70,,
29,23/04/15 16:40:00,8.73,,
30,23/04/15 16:50:00,8.67,,
31,23/04/15 17:00:00,8.67,,
32,23/04/15 17:10:00,8.51,,
33,23/04/15 17:20:00,8.62,,
34,23/04/15 17:30:00,8.53,,
35,23/04/15 17:40:00,8.48,,
36,23/04/15 17:50:00,8.47,,
37,23/04/15 18:00:00,8.56,,
38,23/04/15 18:10:00,8.51,,
39,23/04/15 18:20:00,8.46,,
40,23/04/15 18:30:00,8.44,,
41,23/04/15 18:40:00,8.43,,
42,23/04/15 18:50:00,8.46,,
43,23/04/15 19:00:00,8.45,,
44,23/04/15 19:10:00,8.46,,
45,23/04/15 19:20:00,8.48,,
46,23/04/15 19:30:00,8.48,,
47,23/04/15 19:40:00,8.49,,
48,23/04/15 19:50:00,8.48,,
49,23/04/15 20:00:00,8.56,,
50,23/04/15 20:10:00,8.53,,
51,23/04/15 20:20:00,8.51,,
52,23/04/15 20:30:00,8.49,,
53,23/04/15 20:40:00,8.47,,
54,23/04/15 20:50:00,8.46,,
55,23/04/15 21:00:00,8.45,,
56,23/04/15 21:10:00,8.45,,
57,23/04/15 21:20:00,8.45,,
58,23/04/15 21:30:00,8.42,,
59,23/04/15 21:40:00,8.41,,
60,23/04/15 21:50:00,8.38,,
61,23/04/15 22:00:00,8.35,,
62,23/04/15 22:10:00,8.33,,
63,23/04/15 22:20:00,8.30,,
64,23/04/15 22:30:00,8.27,,
65,23/04/15 22:40:00,8.30,,
66,23/04/15 22:50:00,8.28,,
67,23/04/15 23:00:00,8.37,,
68,23/04/15 23:10:00,8.37,,
69,23/04/15 23:20:00,8.32,,
70,23/04/15 23:30:00,8.34,,
71,23/04/15 23:40:00,8.30,,
72,23/04/15 23:50:00,8.29,,
73,23/04/16 00:00:00,8.31,,
74,23/04/16 00:10:00,8.28,,
